	growth
22_Fermentation-19h	0.2148599990503561
22_Fermentation-30h	0.22728074180205035
23_NACL60	0.10134290155136401
23_NACL20	2.3450720266477494e-05
23_NACL100	0.001382867140750209
23_HN	0.150175338954991
23_Fermentation-9h	0.13757729851425057
23_Fermentation-19h	0.09068109534684611
23_Fermentation-30h	0.11462002265857073
24_NACL60	0.15842423902271466
24_NACL20	0.021487183774556738
24_NACL100	0.037628885941902834
24_HN	0.19859981108167815
24_Fermentation-9h	0.18771448867838608
24_Fermentation-19h	0.14466514005390652
24_Fermentation-30h	0.16297969978284083
25_NACL60	0.3224188005819188
25_NACL20	0.04971611329741378
25_NACL100	0.07491924158307102
25_HN	0.31374643725930923
25_Fermentation-9h	0.22995868854902812
25_Fermentation-19h	0.243670885628345
25_Fermentation-30h	0.2481174176417081
26_NACL60	0.11179093201980286
26_NACL20	0.030787107778283675
26_NACL100	0.029065342935832916
26_HN	0.13119974192420158
26_Fermentation-9h	0.1433227393431118
26_Fermentation-19h	0.10512729831134199
26_Fermentation-30h	0.12071451393504928
27_NACL60	0.12021675103051835
27_NACL20	0.019907709325424905
27_NACL100	0.017474087715105193
27_HN	0.15556783623921394
27_Fermentation-9h	0.15793269618943362
27_Fermentation-19h	0.11341594378740347
27_Fermentation-30h	0.13462902743004365
28_NACL60	0.1587965763374475
28_NACL20	0.039700621102104025
28_NACL100	0.04409978044186363
28_HN	0.18901354746950094
28_Fermentation-9h	0.1689938613968195
28_Fermentation-19h	0.15325382806264815
28_Fermentation-30h	0.16827281382379064
29_NACL60	0.09666013930146841
29_NACL20	0.03529896446553487
29_NACL100	0.03216343414826105
29_HN	0.11318200954954957
29_Fermentation-9h	0.12394575540466378
29_Fermentation-19h	0.09169804037237168
29_Fermentation-30h	0.10406999112211794
30_NACL60	0.07301278670793558
30_NACL20	0.021056582313324336
30_NACL100	0.018956103731853396
30_HN	0.0865984974513598
30_Fermentation-9h	0.08625955400908752
30_Fermentation-19h	0.06449189438868608
30_Fermentation-30h	0.07460940946481123
31_NACL60	0.06909333117549682
31_NACL20	-1.0
31_NACL100	-1.0
31_HN	0.09552019535786913
31_Fermentation-9h	0.10100279975208515
31_Fermentation-19h	0.05890481086101409
31_Fermentation-30h	0.07946746127284872
32_NACL60	0.06006604621638826
32_NACL20	-1.0
32_NACL100	-1.0
32_HN	0.1021644275267232
32_Fermentation-9h	0.09368137258866566
32_Fermentation-19h	0.05226056572118028
32_Fermentation-30h	0.0723073385285201
33_NACL60	0.01597448124167742
33_NACL20	-1.0
33_NACL100	-1.0
33_HN	0.04660172062843355
33_Fermentation-9h	0.04552363905803964
33_Fermentation-19h	0.011581669846618601
33_Fermentation-30h	0.026068694327013392
34_NACL60	0.19588686399543256
34_NACL20	0.0448597658376654
34_NACL100	0.07136916478155975
34_HN	0.22483183825191405
34_Fermentation-9h	0.1672007613347516
34_Fermentation-19h	0.1451924856609177
34_Fermentation-30h	0.15606977709735087
35_NACL60	-1.0
35_NACL20	-1.0
35_NACL100	-1.0
35_HN	0.024396369349703025
35_Fermentation-9h	0.004942646049342716
35_Fermentation-19h	-1.0
35_Fermentation-30h	-1.0
36_NACL60	0.12574603480703547
36_NACL20	0.027108675091452428
36_NACL100	0.03148342366183184
36_HN	0.14892746817414473
36_Fermentation-9h	0.15574006469578572
36_Fermentation-19h	0.11461282900437003
36_Fermentation-30h	0.1336458056625995
37_NACL60	0.10674893159490882
37_NACL20	0.029441067299733673
37_NACL100	0.027984861778988637
37_HN	0.13381932202235813
37_Fermentation-9h	0.13902246488087594
37_Fermentation-19h	0.10240771633182527
37_Fermentation-30h	0.11894421410573122
38_NACL60	0.12196449170668897
38_NACL20	0.02571475292381538
38_NACL100	0.02290876496185074
38_HN	0.15113804006784531
38_Fermentation-9h	0.1612179758778723
38_Fermentation-19h	0.11374538704545899
38_Fermentation-30h	0.13378568061591167
39_NACL60	0.14211190267663304
39_NACL20	0.01537188400583566
39_NACL100	0.027625755411095593
39_HN	0.170985391027838
39_Fermentation-9h	0.1765915869733171
39_Fermentation-19h	0.13355534163025182
39_Fermentation-30h	0.15286887793499698
40_NACL60	0.1893929228448042
40_NACL20	0.04266837264687314
40_NACL100	0.04242789140798245
40_HN	0.2510472084739362
40_Fermentation-9h	0.21814091638320948
40_Fermentation-19h	0.1752651427932772
40_Fermentation-30h	0.19570321716606312
41_NACL60	0.18004350357253654
41_NACL20	0.05666484731321315
41_NACL100	0.05078599347351489
41_HN	0.2181910295030522
41_Fermentation-9h	0.2168278040781384
41_Fermentation-19h	0.17112123385574105
41_Fermentation-30h	0.18711961178808495
42_NACL60	0.12947314076945998
42_NACL20	0.03473777766126836
42_NACL100	0.03888994746695068
42_HN	0.15558566237025262
42_Fermentation-9h	0.16426089202569769
42_Fermentation-19h	0.12324552999072906
42_Fermentation-30h	0.14221814790438195
43_NACL60	0.0631606024832949
43_NACL20	-1.0
43_NACL100	-1.0
43_HN	0.14994182595603323
43_Fermentation-9h	0.09594130819220383
43_Fermentation-19h	0.044257997925529785
43_Fermentation-30h	0.0760273280902911
44_NACL60	0.08972828449873789
44_NACL20	0.016605942586588682
44_NACL100	0.013752528964582435
44_HN	0.11177831642760376
44_Fermentation-9h	0.12284828724648143
44_Fermentation-19h	0.08664780897539831
44_Fermentation-30h	0.10141025593900066
45_NACL60	0.118679911026848
45_NACL20	0.01829753732003071
45_NACL100	0.016017616801073407
45_HN	0.1526585826478121
45_Fermentation-9h	0.15773968186879392
45_Fermentation-19h	0.11188378712708098
45_Fermentation-30h	0.13350848804603777
46_NACL60	0.1278228977253197
46_NACL20	0.018276100508241865
46_NACL100	0.020610383310545054
46_HN	0.1516912329298234
46_Fermentation-9h	0.1504090249677711
46_Fermentation-19h	0.11516598672688443
46_Fermentation-30h	0.13813896639269882
47_NACL60	0.0725069287267905
47_NACL20	-1.0
47_NACL100	-1.0
47_HN	0.09098571614273736
47_Fermentation-9h	0.09535503755050732
47_Fermentation-19h	0.06369804351433002
47_Fermentation-30h	0.07624358272740699
48_NACL60	0.10267212980006446
48_NACL20	0.02301515785147561
48_NACL100	0.020731572302221318
48_HN	0.13012831494434948
48_Fermentation-9h	0.13179622793748783
48_Fermentation-19h	0.09525885047133804
48_Fermentation-30h	0.11115534517452941
49_NACL60	0.1597692797147462
49_NACL20	0.03489302049195697
49_NACL100	0.028582433287573247
49_HN	0.1932611070397148
49_Fermentation-9h	0.2013437431787477
49_Fermentation-19h	0.14702480728311865
49_Fermentation-30h	0.17133571397214145
50_NACL60	0.07306193928062261
50_NACL20	0.020036855316212722
50_NACL100	0.0187653357722973
50_HN	0.09259995511064399
50_Fermentation-9h	0.09576280229598175
50_Fermentation-19h	0.0698559784441973
50_Fermentation-30h	0.08114660924582646
51_NACL60	0.10834862915571608
51_NACL20	0.048042126633159446
51_NACL100	0.045383182072503137
51_HN	0.12718345050748475
51_Fermentation-9h	0.13247643802943504
51_Fermentation-19h	0.10375773686043001
51_Fermentation-30h	0.11551933526529444
52_NACL60	0.12903059290483576
52_NACL20	0.029457884110803186
52_NACL100	0.030744009119808756
52_HN	0.14581491993674675
52_Fermentation-9h	0.152737452611843
52_Fermentation-19h	0.11873244520820225
52_Fermentation-30h	0.13085102252231695
53_NACL60	0.12377325491606678
53_NACL20	0.04991040482587545
53_NACL100	0.047490818948500525
53_HN	0.14608317816364563
53_Fermentation-9h	0.15447749916051318
53_Fermentation-19h	0.11964192928236708
53_Fermentation-30h	0.13474397874512756
54_NACL60	0.1953032005335649
54_NACL20	0.03886164373439363
54_NACL100	0.04462001617572615
54_HN	0.23267239879918147
54_Fermentation-9h	0.22647714809086797
54_Fermentation-19h	0.18609300660577185
54_Fermentation-30h	0.19783862027933366
55_NACL60	0.06220212929722704
55_NACL20	-1.0
55_NACL100	-1.0
55_HN	0.08996530427695057
55_Fermentation-9h	0.09058243216704376
55_Fermentation-19h	0.057441760111794686
55_Fermentation-30h	0.07241374710004563
56_NACL60	0.1203609668924792
56_NACL20	-1.0
56_NACL100	0.0023855642486717427
56_HN	0.17257557517856514
56_Fermentation-9h	0.15720695116542596
56_Fermentation-19h	0.10324096422945683
56_Fermentation-30h	0.135757172411595
57_NACL60	0.1488463946382188
57_NACL20	0.03904860628238206
57_NACL100	0.0419256359715108
57_HN	0.1742895788904698
57_Fermentation-9h	0.18263451421322402
57_Fermentation-19h	0.142169390223201
57_Fermentation-30h	0.16061104229779757
58_NACL60	0.10964614082341763
58_NACL20	0.013103122568542994
58_NACL100	0.0361512131803778
58_HN	0.1283678990265964
58_Fermentation-9h	0.1375508717634901
58_Fermentation-19h	0.10349682997975318
58_Fermentation-30h	0.11918762210826557
59_NACL60	0.09904511274209622
59_NACL20	0.012150145186521856
59_NACL100	0.025425979760272277
59_HN	0.13760442333434442
59_Fermentation-9h	0.12989277474839558
59_Fermentation-19h	0.0896563495356355
59_Fermentation-30h	0.10945028249716719
60_NACL60	0.12001361767583682
60_NACL20	-1.0
60_NACL100	-1.0
60_HN	0.15054287238795597
60_Fermentation-9h	0.15898726887062573
60_Fermentation-19h	0.10855101144564398
60_Fermentation-30h	0.13052895378188795
61_NACL60	0.14676449408486655
61_NACL20	0.05779875662999277
61_NACL100	0.05417257124411946
61_HN	0.1575370740360884
61_Fermentation-9h	0.1666229378801759
61_Fermentation-19h	0.1290398555167933
61_Fermentation-30h	0.14382689335402774
62_NACL60	0.10135634232070813
62_NACL20	0.01370582312331208
62_NACL100	0.010225649963686039
62_HN	0.13000905970596244
62_Fermentation-9h	0.1403664337314727
62_Fermentation-19h	0.09749435414063932
62_Fermentation-30h	0.11553121920832007
63_NACL60	0.06605205613120067
63_NACL20	0.012104899161215491
63_NACL100	0.00943090286388295
63_HN	0.08050576250640755
63_Fermentation-9h	0.08863136049414694
63_Fermentation-19h	0.06094788677464395
63_Fermentation-30h	0.07206768477793671
64_NACL60	0.07435997809295555
64_NACL20	-1.0
64_NACL100	-1.0
64_HN	0.09203209273828251
64_Fermentation-9h	0.08372169693987445
64_Fermentation-19h	0.05535169387321045
64_Fermentation-30h	0.06713220721757882
65_NACL60	0.11089957051171957
65_NACL20	0.03848125666319048
65_NACL100	0.040059255150996585
65_HN	0.13086771930202556
65_Fermentation-9h	0.13975979120379797
65_Fermentation-19h	0.10867480437360576
65_Fermentation-30h	0.1223839541036911
66_NACL60	0.07941987006615024
66_NACL20	0.014017245186654197
66_NACL100	0.012428969670780969
66_HN	0.10352444666075905
66_Fermentation-9h	0.10751921359343616
66_Fermentation-19h	0.07552074602398229
66_Fermentation-30h	0.08944536848390253
67_NACL60	0.08598562418411075
67_NACL20	0.01029553133709046
67_NACL100	0.008884980752197045
67_HN	0.11562565991872165
67_Fermentation-9h	0.11769306273758931
67_Fermentation-19h	0.08092438079443422
67_Fermentation-30h	0.0973189907974133
68_NACL60	0.14633067522778567
68_NACL20	-1.0
68_NACL100	0.004755637745486912
68_HN	0.193509569222186
68_Fermentation-9h	0.1833038156911187
68_Fermentation-19h	0.13371878667177264
68_Fermentation-30h	0.16152222931476637
69_NACL60	0.043933398942043
69_NACL20	-1.0
69_NACL100	-1.0
69_HN	0.08141864435928522
69_Fermentation-9h	0.0664409277173828
69_Fermentation-19h	0.03565052366747572
69_Fermentation-30h	0.05163940471137727
70_NACL60	0.0820860720746075
70_NACL20	-1.0
70_NACL100	0.0005010696258373916
70_HN	0.125402919110462
70_Fermentation-9h	0.11295296577555557
70_Fermentation-19h	0.07259577881693377
70_Fermentation-30h	0.09252164537611664
71_NACL60	0.17886988188563951
71_NACL20	0.07236106289161558
71_NACL100	0.06990446394867603
71_HN	0.21174771192676448
71_Fermentation-9h	0.20137103428197647
71_Fermentation-19h	0.17383660840972606
71_Fermentation-30h	0.1809546177361368
72_NACL60	0.11179760552404928
72_NACL20	0.03453375302252349
72_NACL100	0.03297972874146078
72_HN	0.1294558680189149
72_Fermentation-9h	0.13223825533301556
72_Fermentation-19h	0.1017172926844526
72_Fermentation-30h	0.11510491415969942
73_NACL60	0.2033023828515447
73_NACL20	0.05478594218929607
73_NACL100	0.07539093168896509
73_HN	0.2285289917809471
73_Fermentation-9h	0.16459656754620128
73_Fermentation-19h	0.14138473874697868
73_Fermentation-30h	0.1512789766730279
74_NACL60	-1.0
74_NACL20	-1.0
74_NACL100	-1.0
74_HN	0.01875265605984824
74_Fermentation-9h	0.019402299327136024
74_Fermentation-19h	-1.0
74_Fermentation-30h	0.005030762803479105
75_NACL60	0.08400381276230748
75_NACL20	-1.0
75_NACL100	-1.0
75_HN	0.10877194816280833
75_Fermentation-9h	0.12216703110713392
75_Fermentation-19h	0.08073671399224229
75_Fermentation-30h	0.09710642063365384
76_NACL60	0.030848020435923783
76_NACL20	-1.0
76_NACL100	-1.0
76_HN	0.044424905835095896
76_Fermentation-9h	0.050396128803459214
76_Fermentation-19h	0.024030482945797276
76_Fermentation-30h	0.033727536100726
77_NACL60	0.15398166487326434
77_NACL20	0.03648677548017202
77_NACL100	0.04505033498877448
77_HN	0.1924375317156864
77_Fermentation-9h	0.17959226217528396
77_Fermentation-19h	0.1466406115273617
77_Fermentation-30h	0.16365672334410047
78_NACL60	0.05264571299930796
78_NACL20	-1.0
78_NACL100	-1.0
78_HN	0.0913604582968104
78_Fermentation-9h	0.09051502351624222
78_Fermentation-19h	0.04528079885540913
78_Fermentation-30h	0.06583105477094965
79_NACL60	0.0889662276619068
79_NACL20	0.030292606272277176
79_NACL100	0.028973999597231546
79_HN	0.11216829773987551
79_Fermentation-9h	0.11400823303063279
79_Fermentation-19h	0.08519704234120715
79_Fermentation-30h	0.09782551428705813
80_NACL60	0.21210125591284645
80_NACL20	0.07034344902607273
80_NACL100	0.07461014668049697
80_HN	0.2510762983435047
80_Fermentation-9h	0.22412803172823892
80_Fermentation-19h	0.18886731641192814
80_Fermentation-30h	0.2016039270711912
81_NACL60	0.14078951379249302
81_NACL20	0.05632002095554504
81_NACL100	0.05225121237404281
81_HN	0.16536693989783288
81_Fermentation-9h	0.15824728488936596
81_Fermentation-19h	0.12942509698004315
81_Fermentation-30h	0.14249766742003914
82_NACL60	0.137747397499282
82_NACL20	-1.0
82_NACL100	0.03885135962118119
82_HN	0.16496132451629206
82_Fermentation-9h	0.16518853963522534
82_Fermentation-19h	0.1268956996784604
82_Fermentation-30h	0.1489292253034773
83_NACL60	0.10091014673809015
83_NACL20	-1.0
83_NACL100	0.04057103031448497
83_HN	0.1588892731029795
83_Fermentation-9h	0.13709018894077116
83_Fermentation-19h	0.0875963321756248
83_Fermentation-30h	0.11444431547889224
84_NACL60	0.06965396241488751
84_NACL20	-1.0
84_NACL100	-1.0
84_HN	0.10347959415798422
84_Fermentation-9h	0.09868380477124288
84_Fermentation-19h	0.06377357209223515
84_Fermentation-30h	0.08038623221603347
85_NACL60	0.15111943323513016
85_NACL20	0.04705675400301607
85_NACL100	0.06071089483004916
85_HN	0.1743331088122091
85_Fermentation-9h	0.17523309344604704
85_Fermentation-19h	0.14758888929405528
85_Fermentation-30h	0.161033826582951
86_NACL60	0.17001364560795534
86_NACL20	0.07763778842490285
86_NACL100	0.06980953093980041
86_HN	0.19626375050797384
86_Fermentation-9h	0.18788053619384806
86_Fermentation-19h	0.16648331779444994
86_Fermentation-30h	0.17186715492460797
87_NACL60	0.1429227705232078
87_NACL20	0.05713967328614395
87_NACL100	0.0527872014088322
87_HN	0.16420996630592966
87_Fermentation-9h	0.15087022693913152
87_Fermentation-19h	0.1300345330402767
87_Fermentation-30h	0.1392433496198214
88_NACL60	0.046231480664885465
88_NACL20	-1.0
88_NACL100	-1.0
88_HN	0.05950526720094894
88_Fermentation-9h	0.06759581741049803
88_Fermentation-19h	0.041939777923528335
88_Fermentation-30h	0.05171594836312059
89_NACL60	0.1455429639808942
89_NACL20	0.04249274201608414
89_NACL100	0.03913492869769546
89_HN	0.17975028078812347
89_Fermentation-9h	0.1159466504275389
89_Fermentation-19h	0.0908558734467216
89_Fermentation-30h	0.1262792304896562
90_NACL60	0.1538242989540049
90_NACL20	0.04869465375946105
90_NACL100	0.05073629176832165
90_HN	0.16573776175506277
90_Fermentation-9h	0.17555262544561406
90_Fermentation-19h	0.13720193470343248
90_Fermentation-30h	0.153078140135856
91_NACL60	0.13959451243496432
91_NACL20	-1.0
91_NACL100	0.006835678642060566
91_HN	0.16564171935462035
91_Fermentation-9h	0.16880451994256135
91_Fermentation-19h	0.12011348233921668
91_Fermentation-30h	0.14379185464089947
92_NACL60	0.06417821506068695
92_NACL20	-1.0
92_NACL100	0.054180264251083195
92_HN	0.22652655046362807
92_Fermentation-9h	0.14007055784823713
92_Fermentation-19h	0.11846333274909637
92_Fermentation-30h	0.128965566105024
93_NACL60	0.13337014119807325
93_NACL20	0.03324725238889218
93_NACL100	0.04398933212795237
93_HN	0.15677619620344216
93_Fermentation-9h	0.16963676262869445
93_Fermentation-19h	0.1272939191542049
93_Fermentation-30h	0.14394607613575025
94_NACL60	0.12547366651048564
94_NACL20	-1.0
94_NACL100	-1.0
94_HN	0.15762933138970125
94_Fermentation-9h	0.16010747779524012
94_Fermentation-19h	0.10559405264378535
94_Fermentation-30h	0.1305746463305859
95_NACL60	0.15691556055313377
95_NACL20	0.033291674721639845
95_NACL100	0.03665321541514602
95_HN	0.1924098504254365
95_Fermentation-9h	0.18404289156993128
95_Fermentation-19h	0.14313964088885092
95_Fermentation-30h	0.16664078344061678
96_NACL60	0.1284715675848594
96_NACL20	0.030090912057086465
96_NACL100	0.0324234760709104
96_HN	0.17465998369747365
96_Fermentation-9h	0.16504812200828675
96_Fermentation-19h	0.12390110880517446
96_Fermentation-30h	0.15122555494879558
97_NACL60	0.06834794272056093
97_NACL20	0.002784003714302914
97_NACL100	0.005816977909641985
97_HN	0.08087786607019092
97_Fermentation-9h	0.0885420437457705
97_Fermentation-19h	0.06012379845854313
97_Fermentation-30h	0.07055524151618152
98_NACL60	0.03148887026933032
98_NACL20	-1.0
98_NACL100	-1.0
98_HN	0.05059534509829053
98_Fermentation-9h	0.053539869870680996
98_Fermentation-19h	0.02585252470886102
98_Fermentation-30h	0.037238205577521194
99_NACL60	0.13506868234570776
99_NACL20	0.029800801340366726
99_NACL100	0.0315769808661473
99_HN	0.16258333099738279
99_Fermentation-9h	0.16455721250568633
99_Fermentation-19h	0.12319042503344296
99_Fermentation-30h	0.141193719221333
