	growth
39_Fermentation-9h	0.1916342486966203
39_Fermentation-19h	0.11996345020605836
39_Fermentation-30h	0.11158566320476838
40_NACL60	0.14714481356379053
40_NACL20	0.02513492899503663
40_NACL100	0.04350576996608508
40_HN	0.16381849310952964
40_Fermentation-9h	0.19448707362326909
40_Fermentation-19h	0.12174863989724405
40_Fermentation-30h	0.1132472296447616
41_NACL60	0.14578896776318906
41_NACL20	0.02342195483837314
41_NACL100	0.04184624191467654
41_HN	0.16251134118563407
41_Fermentation-9h	0.19266800131098266
41_Fermentation-19h	0.12060878579705352
41_Fermentation-30h	0.11218628367040227
42_NACL60	0.14542164081342296
42_NACL20	0.026712979952066455
42_NACL100	0.04458674230772145
42_HN	0.161644311503854
42_Fermentation-9h	0.1921718271407745
42_Fermentation-19h	0.12038287846268299
42_Fermentation-30h	0.11197580020209971
43_NACL60	0.14907534163266012
43_NACL20	0.027004348414592507
43_NACL100	0.04538131864616587
43_HN	0.16575562460618828
43_Fermentation-9h	0.1868593849122499
43_Fermentation-19h	0.11697273598899031
43_Fermentation-30h	0.10880438177710314
44_NACL60	0.15080314878661336
44_NACL20	0.028625516898616688
44_NACL100	0.047020790784687
44_HN	0.16749956205584682
44_Fermentation-9h	0.18849661878147797
44_Fermentation-19h	0.11807633301112397
44_Fermentation-30h	0.10983033503398862
45_NACL60	0.1514122637185286
45_NACL20	0.02780669667782125
45_NACL100	0.04641772019486932
45_HN	0.16830401862629385
45_Fermentation-9h	0.1878996607599123
45_Fermentation-19h	0.11762333933784147
45_Fermentation-30h	0.10940897670004873
46_NACL60	0.15525755736905475
46_NACL20	0.0315543116070004
46_NACL100	0.050179819732135256
46_HN	0.17216252623044967
46_Fermentation-9h	0.19102080788772652
46_Fermentation-19h	0.11959467771626868
46_Fermentation-30h	0.11125448934900761
47_NACL60	0.1445913613795544
47_NACL20	0.028376921317349858
47_NACL100	0.04587483210579921
47_HN	0.16047293268203763
47_Fermentation-9h	0.1923710773147943
47_Fermentation-19h	0.12042240211760644
47_Fermentation-30h	0.11201256367651026
48_NACL60	0.15516305384507217
48_NACL20	0.030732328132043917
48_NACL100	0.04946675682801602
48_HN	0.1721673113604194
48_Fermentation-9h	0.19214300570896156
48_Fermentation-19h	0.12027963153570563
48_Fermentation-30h	0.11187976364451231
49_NACL60	0.15402523208315197
49_NACL20	0.03209663869702357
49_NACL100	0.050455081319813154
49_HN	0.17068776340943356
49_Fermentation-9h	0.18578704898946374
49_Fermentation-19h	0.11630086515041904
49_Fermentation-30h	0.10817885903495562
50_NACL60	0.15227309942685474
50_NACL20	0.027703391844981752
50_NACL100	0.04645825433021623
50_HN	0.16929627524652024
50_Fermentation-9h	0.19334530628645605
50_Fermentation-19h	0.12107999223193325
50_Fermentation-30h	0.11262498460356171
51_NACL60	0.1442975410023042
51_NACL20	0.027587505394130424
51_NACL100	0.04515984583452806
51_HN	0.16024672926319689
51_Fermentation-9h	0.1898823604335614
51_Fermentation-19h	0.11890850105594547
51_Fermentation-30h	0.11060438765626024
52_NACL60	0.14410108357844217
52_NACL20	0.026419444212122712
52_NACL100	0.04413846205581864
52_HN	0.1601832479586409
52_Fermentation-9h	0.1944978238289832
52_Fermentation-19h	0.12175372451547818
52_Fermentation-30h	0.11325091162727224
53_NACL60	0.1529288695055185
53_NACL20	0.027857652235136705
53_NACL100	0.04668881340309812
53_HN	0.17002046705602572
53_Fermentation-9h	0.19371341390647318
53_Fermentation-19h	0.12126269161998599
53_Fermentation-30h	0.11279417058484084
54_NACL60	0.148997706409885
54_NACL20	0.030838958728258693
54_NACL100	0.04862989431023556
54_HN	0.16514508139000805
54_Fermentation-9h	0.1979064504032751
54_Fermentation-19h	0.12388937256084613
54_Fermentation-30h	0.11523862085046031
55_NACL60	0.15538365603118798
55_NACL20	0.03076978738201509
55_NACL100	0.049532251419180454
55_HN	0.17241298515045628
55_Fermentation-9h	0.18920421519107425
55_Fermentation-19h	0.11844028945642575
55_Fermentation-30h	0.11016907821996963
56_NACL60	0.15274491871878004
56_NACL20	0.028735261805648827
56_NACL100	0.04740689786352843
56_HN	0.16969149177318288
56_Fermentation-9h	0.18667935007154063
56_Fermentation-19h	0.11685968718769875
56_Fermentation-30h	0.10869881319539612
57_NACL60	0.15245635424235215
57_NACL20	0.028191763804106762
57_NACL100	0.04690200826620331
57_HN	0.16943814121565673
57_Fermentation-9h	0.18694132515165976
57_Fermentation-19h	0.1170235940902764
57_Fermentation-30h	0.10885121977240235
58_NACL60	0.1560448796055347
58_NACL20	0.03222323773431416
58_NACL100	0.05086687097121802
58_HN	0.17296615970879373
58_Fermentation-9h	0.1930219127290737
58_Fermentation-19h	0.12089436859066069
58_Fermentation-30h	0.1124922419496835
59_NACL60	0.14685979369859875
59_NACL20	0.029890622468282634
59_NACL100	0.04750247456720136
59_HN	0.16284460365231843
59_Fermentation-9h	0.1959560470946574
59_Fermentation-19h	0.12277356695035424
59_Fermentation-30h	0.11419953218024732
60_NACL60	0.14260840893708882
60_NACL20	0.025675853030399726
60_NACL100	0.04328208895790535
60_HN	0.1585883048812346
60_Fermentation-9h	0.1933740075879059
60_Fermentation-19h	0.12105022660321138
60_Fermentation-30h	0.11259654330948143
61_NACL60	0.1493884505325258
61_NACL20	0.026278141415497305
61_NACL100	0.044814497234869376
61_HN	0.16621246436360415
61_Fermentation-9h	0.21046106934924352
61_Fermentation-19h	0.21748938689307334
61_Fermentation-30h	0.23211230092582943
62_NACL60	0.14361374394309057
62_NACL20	0.028530803975014833
62_NACL100	0.04585866623306006
62_HN	0.15934080004556575
62_Fermentation-9h	0.1930185306512376
62_Fermentation-19h	0.12082794480643334
62_Fermentation-30h	0.11238991237583514
63_NACL60	0.14446514014659662
63_NACL20	0.020193717645641852
63_NACL100	0.0388939181260959
63_HN	0.16144667925493095
63_Fermentation-9h	0.19118376765875178
63_Fermentation-19h	0.11969036909246021
63_Fermentation-30h	0.11133911335366269
64_NACL60	0.14428619453454716
64_NACL20	0.022659972096950698
64_NACL100	0.040972180146292926
64_HN	0.16090680838435495
64_Fermentation-9h	0.196102305633057
64_Fermentation-19h	0.12276943407015421
64_Fermentation-30h	0.11420276203856287
65_NACL60	0.1454148019657345
65_NACL20	0.02404337473708845
65_NACL100	0.04231409682052836
65_HN	0.16195820072457437
65_Fermentation-9h	0.1848935831396712
65_Fermentation-19h	0.11574156431736528
65_Fermentation-30h	0.10765861762549339
66_NACL60	0.15466706817824938
66_NACL20	0.0291195071146764
66_NACL100	0.048021604098557276
66_HN	0.17182351228188184
66_Fermentation-9h	0.18740599645355674
66_Fermentation-19h	0.11731431033805256
66_Fermentation-30h	0.10912152909970103
67_NACL60	0.14905805502753408
67_NACL20	0.027877838724504292
67_NACL100	0.04612330863237021
67_HN	0.16561826116804815
67_Fermentation-9h	0.1836687554506796
67_Fermentation-19h	0.11497773182203053
67_Fermentation-30h	0.10694812826055705
68_NACL60	0.1534538337985995
68_NACL20	0.030829978108768682
68_NACL100	0.04929326463315582
68_HN	0.17021141999916606
68_Fermentation-9h	0.18411726903957945
68_Fermentation-19h	0.11525573524066926
68_Fermentation-30h	0.1072067823878439
69_NACL60	0.1527578422269621
69_NACL20	0.029826165962162365
69_NACL100	0.04902756910100569
69_HN	0.1694457547257301
69_Fermentation-9h	0.18383130645967236
69_Fermentation-19h	0.11508758221097269
69_Fermentation-30h	0.10705030711995919
70_NACL60	0.14266244614313311
70_NACL20	0.02664723312454394
70_NACL100	0.04410865744565229
70_HN	0.15851470293367967
70_Fermentation-9h	0.18781694014842273
70_Fermentation-19h	0.11757155704869846
70_Fermentation-30h	0.10936081068533465
71_NACL60	0.1435679570417543
71_NACL20	0.027610635950474444
71_NACL100	0.04507015032134354
71_HN	0.15941450382071057
71_Fermentation-9h	0.19618801840992178
71_Fermentation-19h	0.12281402924734529
71_Fermentation-30h	0.11423859265619832
72_NACL60	0.1422197418337501
72_NACL20	0.026888438593644873
72_NACL100	0.04425323784776818
72_HN	0.15798076371135814
72_Fermentation-9h	0.1905117021858261
72_Fermentation-19h	0.11928716619947455
72_Fermentation-30h	0.11095660827879511
73_NACL60	0.15355600694832347
73_NACL20	0.030453298608752746
73_NACL100	0.04898633481249544
73_HN	0.17037807897584498
73_Fermentation-9h	0.18411427739895506
73_Fermentation-19h	0.11525372658924476
73_Fermentation-30h	0.1072048486124258
74_NACL60	0.14782790065810683
74_NACL20	0.009557923805601696
74_NACL100	0.04734504116891656
74_HN	0.16399315351804708
74_Fermentation-9h	0.18330139309365293
74_Fermentation-19h	0.11474486901004984
74_Fermentation-30h	0.10673152769385047
75_NACL60	0.1416741254547658
75_NACL20	0.024643650537148364
75_NACL100	0.042256957357424726
75_HN	0.15766524360277043
75_Fermentation-9h	0.1946302602686887
75_Fermentation-19h	0.12183684766732689
75_Fermentation-30h	0.11332838902113375
76_NACL60	0.14687657208468702
76_NACL20	0.029363874331040023
76_NACL100	0.047057540495527475
76_HN	0.1629356405752174
76_Fermentation-9h	0.20517790164028427
76_Fermentation-19h	0.1246250412502554
76_Fermentation-30h	0.11592170662027719
77_NACL60	0.14149020521310884
77_NACL20	0.021714021359858778
77_NACL100	0.03974843365891865
77_HN	0.15785871618566744
77_Fermentation-9h	0.2009171853293018
77_Fermentation-19h	0.11729915843444894
77_Fermentation-30h	0.10910743534633348
78_NACL60	0.1429054543986269
78_NACL20	0.02834758225932319
78_NACL100	0.04559531847885566
78_HN	0.15856047112411936
78_Fermentation-9h	0.19487671397450726
78_Fermentation-19h	0.1219909060195533
78_Fermentation-30h	0.1134715292853433
79_NACL60	0.1562739572457596
79_NACL20	0.02949390334507226
79_NACL100	0.048581674619273936
79_HN	0.17359915061705403
79_Fermentation-9h	0.1922494250659481
79_Fermentation-19h	0.12034624900653734
79_Fermentation-30h	0.11194172880656686
80_NACL60	0.1454743010660327
80_NACL20	0.02810899683044062
80_NACL100	0.04578049523019015
80_HN	0.16151330922561985
80_Fermentation-9h	0.18393621235090393
80_Fermentation-19h	0.11514225962072222
80_Fermentation-30h	0.10710116606918754
81_NACL60	0.140275312002248
81_NACL20	0.023434524676961513
81_NACL100	0.040989150855203785
81_HN	0.1562322892127574
81_Fermentation-9h	0.19055279271904857
81_Fermentation-19h	0.1192859631257065
81_Fermentation-30h	0.11095548922276031
82_NACL60	0.1444016876071083
82_NACL20	0.027150178802375396
82_NACL100	0.04480406130868621
82_HN	0.16042475466551093
82_Fermentation-9h	0.19759211304272473
82_Fermentation-19h	0.12373810006736984
82_Fermentation-30h	0.1151265247592901
83_NACL60	0.14161770712035016
83_NACL20	0.021756336847067653
83_NACL100	0.03980351740774434
83_HN	0.15799779969159516
83_Fermentation-9h	0.196253901552
83_Fermentation-19h	0.12285301189619312
83_Fermentation-30h	0.11427342899579236
84_NACL60	0.14204157937169754
84_NACL20	0.02794666528318104
84_NACL100	0.045123972937969235
84_HN	0.15763320274606432
84_Fermentation-9h	0.193259161463114
84_Fermentation-19h	0.12097961387712411
84_Fermentation-30h	0.11253086190526826
85_NACL60	0.15056555297516772
85_NACL20	0.023156379674260322
85_NACL100	0.04234018322798099
85_HN	0.16797709503906713
85_Fermentation-9h	0.18831826100391263
85_Fermentation-19h	0.11788615711481583
85_Fermentation-30h	0.10965389558812207
86_NACL60	0.14133748441404484
86_NACL20	0.02685825339854103
86_NACL100	0.04409517524942979
86_HN	0.15698203812100223
86_Fermentation-9h	0.19180738591089982
86_Fermentation-19h	0.12007587165702883
86_Fermentation-30h	0.11169407188099656
87_NACL60	0.14989389003133433
87_NACL20	0.02342553256361723
87_NACL100	0.042467243158614984
87_HN	0.1671767436386928
87_Fermentation-9h	0.19354083160984645
87_Fermentation-19h	0.12126215398673595
87_Fermentation-30h	0.11286894344740163
88_NACL60	0.15713907097226307
88_NACL20	0.03065136999341721
88_NACL100	0.04969635880604401
88_HN	0.17442465950686664
88_Fermentation-9h	0.20800130454528412
88_Fermentation-19h	0.13020811515739988
88_Fermentation-30h	0.1211157235453947
89_NACL60	0.14972475673087118
89_NACL20	0.02769154411069596
89_NACL100	0.04606589416495035
89_HN	0.16640162532837202
89_Fermentation-9h	0.1824910088261306
89_Fermentation-19h	0.11424131186535436
89_Fermentation-30h	0.10626547502181251
90_NACL60	0.1584512235369986
90_NACL20	0.031871233017027996
90_NACL100	0.05093018871523105
90_HN	0.17574944919272317
90_Fermentation-9h	0.19255614637905225
90_Fermentation-19h	0.1205382778338859
90_Fermentation-30h	0.11212036251272735
91_NACL60	0.15198964944891558
91_NACL20	0.028355915456225737
91_NACL100	0.04697094143200428
91_HN	0.1688851872617845
91_Fermentation-9h	0.19601031674573713
91_Fermentation-19h	0.12304415140125431
91_Fermentation-30h	0.11445122005196665
92_NACL60	0.14037756156206266
92_NACL20	0.025291603101232074
92_NACL100	0.04261988602842717
92_HN	0.15610502283700964
92_Fermentation-9h	0.19150118106096814
92_Fermentation-19h	0.11988449425396736
92_Fermentation-30h	0.1115122212340116
93_NACL60	0.1564996252020795
93_NACL20	0.030320299802682905
93_NACL100	0.049316927710218096
93_HN	0.1737426579627252
93_Fermentation-9h	0.21909657204753974
93_Fermentation-19h	0.12295089749901987
93_Fermentation-30h	0.1143644786438759
94_NACL60	0.15338471163606868
94_NACL20	0.026687703451547137
94_NACL100	0.045764109413595565
94_HN	0.17069903484578358
94_Fermentation-9h	0.18553894752197686
94_Fermentation-19h	0.1161465617635225
94_Fermentation-30h	0.1080361932047734
95_NACL60	0.15386754391373803
95_NACL20	0.027042173239368878
95_NACL100	0.04613787090117147
95_HN	0.1711992657699412
95_Fermentation-9h	0.19624065236390534
95_Fermentation-19h	0.1228822033241727
95_Fermentation-30h	0.1143005818057862
96_NACL60	0.14349097305625397
96_NACL20	0.029708443620707414
96_NACL100	0.04683994460850838
96_HN	0.1590403462919457
96_Fermentation-9h	0.19728716398774665
96_Fermentation-19h	0.12349982401714867
96_Fermentation-30h	0.11487507024046671
97_NACL60	0.14347892888640817
97_NACL20	0.023608507964991615
97_NACL100	0.041656426308143236
97_HN	0.15986001705865208
97_Fermentation-9h	0.19071799214116036
97_Fermentation-19h	0.11983142467350703
97_Fermentation-30h	0.111462857829383
98_NACL60	0.14760349500360007
98_NACL20	0.020667115158724617
98_NACL100	0.039779872783627206
98_HN	0.16493384562184274
98_Fermentation-9h	0.18617899279502734
98_Fermentation-19h	0.11661518702683933
98_Fermentation-30h	0.10847122988033689
99_NACL60	0.13848212604115082
99_NACL20	0.019265294947845183
99_NACL100	0.03721555719423066
99_HN	0.15477419113863444
99_Fermentation-9h	0.19266695894133448
99_Fermentation-19h	0.12063334417539343
99_Fermentation-30h	0.11220877435068966
