GoTerm,Genes,GeneNumber,GeneNumDet_NACL60,MassFrac_NACL60,GeneNumDet_NACL20,MassFrac_NACL20,GeneNumDet_NACL100,MassFrac_NACL100,GeneNumDet_HN,MassFrac_HN,GeneNumDet_Fermentation-9h,MassFrac_Fermentation-9h,GeneNumDet_Fermentation-19h,MassFrac_Fermentation-19h,GeneNumDet_Fermentation-30h,MassFrac_Fermentation-30h,GeneNumDet_MU,MassFrac_MU
GO:0046034,TD01GL000930;TD01GL001365;TD01GL001717;TD01GL001815;TD01GL002319;TD01GL002642;TD01GL002810;TD01GL003035;TD01GL003038,9.0,2.0,0.0019321445268884175,3.0,0.00037008399375205737,3.0,0.0005391045683473548,2.0,0.00205654313187561,2.0,0.0014025678578879683,2.0,0.0013313922563414277,2.0,0.0016018592763931072,1.0,0.0005562221995676605
GO:0006364,TD01GL000033;TD01GL000354;TD01GL000497;TD01GL000634;TD01GL000660;TD01GL000830;TD01GL001106;TD01GL001209;TD01GL001306;TD01GL001562;TD01GL001763;TD01GL002216;TD01GL002221;TD01GL002275;TD01GL002309;TD01GL002310;TD01GL002657;TD01GL003094;TD01GL003206;TD01GL003812,20.0,16.0,0.0005981181354796774,12.0,0.0009335353227784627,16.0,0.0007550956728964761,16.0,0.0005765922857658612,15.0,0.0009001851609974345,15.0,0.000756168968537868,15.0,0.0005628137855451375,3.0,0.00039984069705701394
GO:0006099,TD01GL001053;TD01GL001056;TD01GL001057;TD01GL001058;TD01GL001059;TD01GL001062;TD01GL001099;TD01GL001107;TD01GL001249;TD01GL001250;TD01GL001686;TD01GL001890;TD01GL002096;TD01GL002218;TD01GL002551;TD01GL002947;TD01GL003213;TD01GL003666,18.0,18.0,0.04880247706977181,16.0,0.03269669508695731,17.0,0.0505869787289292,18.0,0.052781494514233133,17.0,0.0535550971456935,17.0,0.046531934283438506,17.0,0.04275329646911186,18.0,0.0376774407040376
GO:0006418,TD01GL000007;TD01GL000008;TD01GL000390;TD01GL000483;TD01GL000577;TD01GL000656;TD01GL000740;TD01GL001051;TD01GL001241;TD01GL001321;TD01GL001596;TD01GL001726;TD01GL001730;TD01GL001731;TD01GL001745;TD01GL001746;TD01GL001882;TD01GL002012;TD01GL002141;TD01GL002387;TD01GL003241;TD01GL003249,22.0,21.0,0.009196583280211685,20.0,0.01609675899045431,20.0,0.013753635665863361,20.0,0.010438366820688787,20.0,0.014484457039397014,20.0,0.010583934233575072,20.0,0.008172974688201363,19.0,0.009620799688353887
GO:0006351,TD01GL000134;TD01GL000171;TD01GL000240;TD01GL001349;TD01GL001351;TD01GL002195;TD01GL002736;TD01GL003017;TD01GL003354;TD01GL003358;TD01GL003488;TD01GL003490;TD01GL003500;TD01GL003501,14.0,8.0,0.003935600464687596,5.0,0.0032897629507870484,7.0,0.0018126223700312457,7.0,0.004223613938203968,5.0,0.003206319075066019,5.0,0.009049773001180756,5.0,0.00936490619252438,5.0,0.00503923902544448
GO:0006979,TD01GL000026;TD01GL000149;TD01GL000320;TD01GL000909;TD01GL001016;TD01GL001045;TD01GL001130;TD01GL001193;TD01GL001194;TD01GL001833;TD01GL001861;TD01GL002135;TD01GL002145;TD01GL002558;TD01GL002792;TD01GL002836;TD01GL002952;TD01GL003212;TD01GL003341;TD01GL003432;TD01GL003441;TD01GL003485;TD01GL003499;TD01GL003706,24.0,19.0,0.021418920693608505,11.0,0.012972404526951186,19.0,0.01556183938621812,19.0,0.02027129245475884,14.0,0.01489419740790756,14.0,0.02037455430104477,14.0,0.021485256838685494,9.0,0.011336564452329494
GO:0006096,TD01GL000030;TD01GL000048;TD01GL000049;TD01GL000357;TD01GL000554;TD01GL000733;TD01GL001060;TD01GL001290;TD01GL001380;TD01GL001381;TD01GL001404;TD01GL001412;TD01GL001443;TD01GL002404;TD01GL003014;TD01GL003062;TD01GL003063;TD01GL001437;TD01GL001439;TD01GL001444;TD01GL001222;TD01GL001283;TD01GL000053;TD01GL000020;TD01GL001582,25.0,21.0,0.04257423122224807,21.0,0.035258384474556946,21.0,0.05924655555405693,21.0,0.041937017769513536,21.0,0.0497359856552935,21.0,0.03970514409826088,21.0,0.041251997136701815,15.0,0.026121645515932452
GO:0008033,TD01GL000363;TD01GL000378;TD01GL000540;TD01GL000606;TD01GL000666;TD01GL000671;TD01GL000672;TD01GL001104;TD01GL001134;TD01GL001176;TD01GL001632;TD01GL001692;TD01GL001823;TD01GL001826;TD01GL002062;TD01GL002377;TD01GL002382;TD01GL002425;TD01GL002928;TD01GL003046;TD01GL003067;TD01GL003101;TD01GL003161;TD01GL003192;TD01GL003765,25.0,18.0,0.0007076578445120149,12.0,0.0014015151160903139,16.0,0.0008779969914885693,17.0,0.0006418436843008778,9.0,0.0008170847578196715,9.0,0.0005247367848844144,9.0,0.0003539342589846641,3.0,0.001864210490432449
GO:0000902,TD01GL000214;TD01GL000527;TD01GL000720;TD01GL000899;TD01GL001117;TD01GL001553;TD01GL001563;TD01GL001567;TD01GL001580;TD01GL001680;TD01GL002278;TD01GL002299;TD01GL002300;TD01GL002301;TD01GL002303;TD01GL002304;TD01GL002305;TD01GL002306;TD01GL002307;TD01GL002329;TD01GL002617;TD01GL002917;TD01GL002918;TD01GL003775,24.0,19.0,0.0036817804839714015,15.0,0.0041957823721254835,17.0,0.003781427176997372,18.0,0.003777954163142529,13.0,0.00386429050276761,13.0,0.004863542144714407,13.0,0.002888502728160618,10.0,0.004207388352490298
GO:0006412,TD01GL000636;TD01GL001343;TD01GL002230;TD01GL002357;TD01GL002358,5.0,5.0,0.002425228957054972,5.0,0.0027770913531336935,5.0,0.002838126021992433,5.0,0.002684134209285508,5.0,0.0033364601928252205,5.0,0.00287102005280371,5.0,0.0023783275395012978,5.0,0.0022547132166528838
GO:0071554,TD01GL000151;TD01GL000900;TD01GL001003;TD01GL001565;TD01GL001768;TD01GL002263;TD01GL002363;TD01GL002476;TD01GL002635;TD01GL003064,10.0,7.0,0.001576971135142972,6.0,0.0017640315005812254,8.0,0.001798377969229956,6.0,0.001773394918508725,4.0,0.00244546464937814,4.0,0.0018662325407119375,4.0,0.0015366850397277119,3.0,0.0007769895501021737
GO:0055085,TD01GL000262;TD01GL000592;TD01GL000593;TD01GL000690;TD01GL001197;TD01GL001198;TD01GL001585;TD01GL002017;TD01GL002341;TD01GL003294;TD01GL003295,11.0,5.0,0.004732552327193023,5.0,0.0008143196280980598,6.0,0.0017841539453752537,5.0,0.004387028027717701,4.0,0.0027214744936175823,4.0,0.004942577432253409,4.0,0.006068468353064357,4.0,0.004049399243875723
GO:0045333,TD01GL000932;TD01GL001223;TD01GL001588;TD01GL001704;TD01GL001816;TD01GL002097;TD01GL002105;TD01GL002108;TD01GL002256,9.0,4.0,0.002131897744843665,3.0,0.0008907773506225751,4.0,0.0013449998858777318,4.0,0.002213743952492685,4.0,0.0021246042695199936,4.0,0.003399015303024343,4.0,0.0035456498456811875,4.0,0.0016570297797942628
GO:0006811,TD01GL000260;TD01GL000475;TD01GL000745;TD01GL000746;TD01GL000847;TD01GL000852;TD01GL001196;TD01GL001218;TD01GL001367;TD01GL001457;TD01GL001460;TD01GL001584;TD01GL001586;TD01GL001587;TD01GL001589;TD01GL002075;TD01GL002874;TD01GL002875;TD01GL002876;TD01GL003013;TD01GL003407;TD01GL003598;TD01GL003599;TD01GL003663,24.0,10.0,0.016591858505574486,9.0,0.010945334190140366,9.0,0.01478094422991715,10.0,0.0161441357951389,9.0,0.012497222836430682,9.0,0.010924908903581974,9.0,0.00852427068527047,7.0,0.009041160967909693
GO:0006766,TD01GL000050;TD01GL000220;TD01GL000221;TD01GL000356;TD01GL000368;TD01GL000369;TD01GL000370;TD01GL000371;TD01GL000506;TD01GL000622;TD01GL000623;TD01GL000624;TD01GL000626;TD01GL000627;TD01GL000883;TD01GL000947;TD01GL000948;TD01GL000975;TD01GL001125;TD01GL001246;TD01GL001445;TD01GL001447;TD01GL001448;TD01GL001449;TD01GL001450;TD01GL001465;TD01GL001466;TD01GL001468;TD01GL001470;TD01GL001471;TD01GL001472;TD01GL001473;TD01GL001474;TD01GL001476;TD01GL001477;TD01GL001527;TD01GL001637;TD01GL001649;TD01GL001664;TD01GL001830;TD01GL002006;TD01GL002100;TD01GL002191;TD01GL002225;TD01GL002264;TD01GL002290;TD01GL002370;TD01GL002477;TD01GL002570;TD01GL002572;TD01GL002573;TD01GL002776;TD01GL002914;TD01GL003085;TD01GL003211;TD01GL003251;TD01GL003632;TD01GL003636;TD01GL003670;TD01GL003691;TD01GL003798,61.0,39.0,0.004982725377133686,27.0,0.0045519839243792146,41.0,0.005419373014074374,42.0,0.005512781865284276,27.0,0.007710778457240392,26.0,0.004619963959847417,27.0,0.003650827350590591,14.0,0.00430765812514242
GO:0006091,TD01GL001248;TD01GL002014;TD01GL002019;TD01GL002428;TD01GL002488,5.0,3.0,0.0008952501293111992,2.0,0.00029114314126821425,3.0,0.0006267063069745782,3.0,0.001137191232327272,3.0,0.0011365529226109103,3.0,0.001331220693624224,3.0,0.0011738178837018204,1.0,0.001038659985325897
GO:0055114,TD01GL000367;TD01GL000715;TD01GL001245;TD01GL001316;TD01GL001327;TD01GL001328;TD01GL002124;TD01GL002416;TD01GL002497;TD01GL002579;TD01GL002668;TD01GL002898;TD01GL003380;TD01GL003529;TD01GL003530,15.0,15.0,0.016238354408838213,9.0,0.0026104193353758782,13.0,0.0072134970598924505,15.0,0.014990013467718121,13.0,0.012149152690068266,13.0,0.016441039662581623,13.0,0.01917948532657762,10.0,0.014122924924742195
GO:1901565,TD01GL000328;TD01GL000331;TD01GL000346;TD01GL000347;TD01GL000348;TD01GL000412;TD01GL000445;TD01GL000446;TD01GL000513;TD01GL000616;TD01GL000617;TD01GL000665;TD01GL000712;TD01GL000857;TD01GL000864;TD01GL001074;TD01GL001377;TD01GL001616;TD01GL001625;TD01GL001646;TD01GL001696;TD01GL001707;TD01GL001709;TD01GL001712;TD01GL001899;TD01GL001901;TD01GL001915;TD01GL001917;TD01GL001918;TD01GL002048;TD01GL002085;TD01GL002193;TD01GL002194;TD01GL002202;TD01GL002203;TD01GL002205;TD01GL002368;TD01GL002439;TD01GL002441;TD01GL002442;TD01GL002450;TD01GL002451;TD01GL002679;TD01GL002757;TD01GL002783;TD01GL002784;TD01GL002785;TD01GL002786;TD01GL002821;TD01GL002968;TD01GL002969;TD01GL002974;TD01GL002975;TD01GL002981;TD01GL003016;TD01GL003065;TD01GL003160;TD01GL003171;TD01GL003173;TD01GL003291;TD01GL003347;TD01GL003351;TD01GL003369;TD01GL003370;TD01GL003376;TD01GL003377;TD01GL003378;TD01GL003379;TD01GL003388;TD01GL003394;TD01GL003398;TD01GL003508;TD01GL003549;TD01GL003592;TD01GL003593;TD01GL003594,76.0,61.0,0.01940543719499995,36.0,0.010168521191471849,59.0,0.021759997481292474,62.0,0.022058281169021223,57.0,0.028167943431885112,57.0,0.027463744935889926,57.0,0.02690256267304441,41.0,0.04074537926974004
GO:1901607,TD01GL000021;TD01GL000022;TD01GL000058;TD01GL000237;TD01GL000263;TD01GL000301;TD01GL000345;TD01GL000350;TD01GL000351;TD01GL000384;TD01GL000386;TD01GL000406;TD01GL000423;TD01GL000470;TD01GL000503;TD01GL000517;TD01GL000518;TD01GL000520;TD01GL000683;TD01GL000684;TD01GL000705;TD01GL000729;TD01GL000730;TD01GL000741;TD01GL000771;TD01GL001127;TD01GL001226;TD01GL001227;TD01GL001228;TD01GL001264;TD01GL001559;TD01GL001627;TD01GL001628;TD01GL001629;TD01GL001630;TD01GL001633;TD01GL001641;TD01GL001846;TD01GL001900;TD01GL002005;TD01GL002036;TD01GL002049;TD01GL002214;TD01GL002222;TD01GL002291;TD01GL002327;TD01GL002328;TD01GL002390;TD01GL002399;TD01GL002480;TD01GL002539;TD01GL002565;TD01GL002593;TD01GL002693;TD01GL002710;TD01GL002723;TD01GL002787;TD01GL002922;TD01GL002939;TD01GL003087;TD01GL003123;TD01GL003185;TD01GL003186;TD01GL003187;TD01GL003188;TD01GL003193;TD01GL003196;TD01GL003199;TD01GL003202;TD01GL003203;TD01GL003302;TD01GL003303;TD01GL003304;TD01GL003305;TD01GL003306;TD01GL003474;TD01GL003628;TD01GL003702;TD01GL003703;TD01GL003705;TD01GL003795,81.0,74.0,0.04775143967088956,71.0,0.036333084441474456,75.0,0.04328014236558026,74.0,0.049165583284028036,68.0,0.05471276246215997,68.0,0.05673551175914073,68.0,0.05791966785988562,65.0,0.04263230033165331
GO:0005975,TD01GL000009;TD01GL000011;TD01GL000018;TD01GL000389;TD01GL000429;TD01GL000570;TD01GL000732;TD01GL000850;TD01GL000981;TD01GL000990;TD01GL001009;TD01GL001033;TD01GL001034;TD01GL001069;TD01GL001224;TD01GL001407;TD01GL001441;TD01GL001683;TD01GL001852;TD01GL001868;TD01GL001910;TD01GL002083;TD01GL002131;TD01GL002132;TD01GL002136;TD01GL002280;TD01GL002314;TD01GL002337;TD01GL002338;TD01GL002360;TD01GL002492;TD01GL002493;TD01GL002506;TD01GL002507;TD01GL002513;TD01GL002518;TD01GL002519;TD01GL002520;TD01GL002531;TD01GL002559;TD01GL002576;TD01GL002588;TD01GL002732;TD01GL002900;TD01GL003262;TD01GL003263;TD01GL003411;TD01GL003414;TD01GL003422;TD01GL003433;TD01GL003438,51.0,37.0,0.01406623528394432,26.0,0.008750198045499995,35.0,0.014535828609255681,37.0,0.015477390932841601,31.0,0.019689381855013496,31.0,0.017483505120732823,31.0,0.01603952925106066,26.0,0.01697825741972562
GO:0090304,TD01GL000007;TD01GL000008;TD01GL000033;TD01GL000056;TD01GL000067;TD01GL000134;TD01GL000156;TD01GL000171;TD01GL000224;TD01GL000240;TD01GL000342;TD01GL000354;TD01GL000363;TD01GL000375;TD01GL000378;TD01GL000390;TD01GL000483;TD01GL000497;TD01GL000510;TD01GL000540;TD01GL000577;TD01GL000606;TD01GL000634;TD01GL000656;TD01GL000660;TD01GL000666;TD01GL000671;TD01GL000672;TD01GL000740;TD01GL000760;TD01GL000830;TD01GL001051;TD01GL001104;TD01GL001106;TD01GL001134;TD01GL001176;TD01GL001209;TD01GL001241;TD01GL001303;TD01GL001306;TD01GL001321;TD01GL001349;TD01GL001351;TD01GL001523;TD01GL001533;TD01GL001562;TD01GL001596;TD01GL001632;TD01GL001668;TD01GL001692;TD01GL001726;TD01GL001730;TD01GL001731;TD01GL001745;TD01GL001746;TD01GL001763;TD01GL001823;TD01GL001826;TD01GL001870;TD01GL001882;TD01GL001891;TD01GL002012;TD01GL002020;TD01GL002062;TD01GL002141;TD01GL002195;TD01GL002216;TD01GL002221;TD01GL002240;TD01GL002249;TD01GL002250;TD01GL002275;TD01GL002309;TD01GL002310;TD01GL002377;TD01GL002382;TD01GL002387;TD01GL002425;TD01GL002574;TD01GL002657;TD01GL002736;TD01GL002852;TD01GL002886;TD01GL002928;TD01GL003017;TD01GL003046;TD01GL003067;TD01GL003094;TD01GL003097;TD01GL003101;TD01GL003161;TD01GL003182;TD01GL003192;TD01GL003206;TD01GL003229;TD01GL003241;TD01GL003249;TD01GL003292;TD01GL003307;TD01GL003354;TD01GL003356;TD01GL003358;TD01GL003488;TD01GL003490;TD01GL003500;TD01GL003501;TD01GL003562;TD01GL003765;TD01GL003812,109.0,79.0,0.01592526885065899,58.0,0.024516921285102168,74.0,0.01989082670415217,76.0,0.018388063425899437,62.0,0.0224821237062381,62.0,0.0225841708905451,62.0,0.019857036611567208,37.0,0.021332606219449518
GO:0006629,TD01GL000146;TD01GL000147;TD01GL000148;TD01GL000249;TD01GL000278;TD01GL000296;TD01GL000474;TD01GL000528;TD01GL000529;TD01GL000539;TD01GL000657;TD01GL000828;TD01GL000991;TD01GL000992;TD01GL001185;TD01GL001207;TD01GL001251;TD01GL001261;TD01GL001271;TD01GL001279;TD01GL001636;TD01GL001818;TD01GL001889;TD01GL002043;TD01GL002067;TD01GL002180;TD01GL002204;TD01GL002224;TD01GL002265;TD01GL002267;TD01GL002268;TD01GL002269;TD01GL002367;TD01GL002386;TD01GL002429;TD01GL002495;TD01GL002569;TD01GL002790;TD01GL002929;TD01GL002930;TD01GL003058;TD01GL003102;TD01GL003137;TD01GL003246;TD01GL003357;TD01GL003531;TD01GL003631;TD01GL003728,48.0,28.0,0.011014692483155132,24.0,0.008421685123770551,27.0,0.01125836244411272,30.0,0.011502851261487751,24.0,0.013067446846665096,23.0,0.01243273587182262,24.0,0.011487580690617104,20.0,0.021015430608378266
GO:0051186,TD01GL000027;TD01GL000054;TD01GL000424;TD01GL000426;TD01GL000439;TD01GL000543;TD01GL000640;TD01GL000706;TD01GL000737;TD01GL000934;TD01GL000936;TD01GL000937;TD01GL001188;TD01GL001192;TD01GL001260;TD01GL001357;TD01GL001464;TD01GL001554;TD01GL001560;TD01GL001672;TD01GL001673;TD01GL001723;TD01GL001869;TD01GL001887;TD01GL001995;TD01GL002065;TD01GL002066;TD01GL002101;TD01GL002102;TD01GL002103;TD01GL002646;TD01GL003044;TD01GL003092;TD01GL003113;TD01GL003121;TD01GL003142;TD01GL003209;TD01GL003325;TD01GL003337;TD01GL003338;TD01GL003339;TD01GL003637;TD01GL003708;TD01GL003740;TD01GL003741;TD01GL003799;TD01GL003810,47.0,32.0,0.005764756322107911,25.0,0.005935917534364073,36.0,0.006636290254823929,33.0,0.006680573678232538,29.0,0.005505551361616422,29.0,0.0060274172172897185,29.0,0.00528965156239998,16.0,0.008408747360047927
GO:0055086,TD01GL000039;TD01GL000254;TD01GL000505;TD01GL000525;TD01GL000661;TD01GL000731;TD01GL000781;TD01GL000782;TD01GL000923;TD01GL000924;TD01GL000925;TD01GL000926;TD01GL001102;TD01GL001120;TD01GL001184;TD01GL001254;TD01GL001640;TD01GL001652;TD01GL001653;TD01GL001654;TD01GL001666;TD01GL001667;TD01GL001669;TD01GL001675;TD01GL001681;TD01GL001902;TD01GL002047;TD01GL002220;TD01GL002262;TD01GL002371;TD01GL002487;TD01GL002540;TD01GL002631;TD01GL002689;TD01GL002690;TD01GL002920;TD01GL003061;TD01GL003099;TD01GL003479;TD01GL003764;TD01GL003809,41.0,34.0,0.013201497936347008,34.0,0.017301187365668026,34.0,0.01684709013235454,34.0,0.013703342279177043,32.0,0.015871462211755956,32.0,0.01355463742482267,32.0,0.012876862635347453,31.0,0.015279360785726108
GO:0032787,TD01GL000070;TD01GL000420;TD01GL000421;TD01GL000641;TD01GL001237;TD01GL001375;TD01GL001376;TD01GL001769;TD01GL001857;TD01GL001858;TD01GL001859;TD01GL003030;TD01GL003031;TD01GL003032;TD01GL003330;TD01GL003532;TD01GL003533;TD01GL003534;TD01GL003535;TD01GL003536;TD01GL003537;TD01GL003539;TD01GL003540;TD01GL003558,24.0,18.0,0.006677613624227229,11.0,0.0021828249948131493,19.0,0.009679051488250722,19.0,0.007828689715823489,19.0,0.008970508512548114,19.0,0.007301356467413167,19.0,0.006869746931977382,16.0,0.025890163487526936
GO:0006520,TD01GL000546;TD01GL000726;TD01GL000727;TD01GL000854;TD01GL001167;TD01GL001339;TD01GL001524;TD01GL002004;TD01GL002122;TD01GL002123;TD01GL002236;TD01GL002289;TD01GL002444;TD01GL002494;TD01GL002556;TD01GL002817;TD01GL002818;TD01GL003019;TD01GL003136;TD01GL003288;TD01GL003344;TD01GL003363;TD01GL003364;TD01GL003366;TD01GL003387;TD01GL003412;TD01GL003461;TD01GL003466;TD01GL003564;TD01GL003714;TD01GL003721,31.0,22.0,0.003960170449186788,12.0,0.0028143369823567677,21.0,0.005199604066632556,22.0,0.0043831798697630065,20.0,0.009310096486137837,20.0,0.010666287056899025,20.0,0.012499181331083747,16.0,0.018977473292251447
