,NACL60-1,NACL60-2,NACL60-3,NACL20-1,NACL20-2,NACL20-3,NACL100-1,NACL100-2,NACL100-3,HN-1,HN-2,HN-3,Fermentation_L9h,Fermentation_L19h,Fermentation_L30h,Fermentation_R9h,Fermentation_R19h,Fermentation_R30h,MU
TD01GL002277,1.5128035770155192e-06,1.311271388019645e-06,1.2254000430189267e-06,1.0347132894072478e-06,1.1484526582760253e-06,9.957605180922004e-07,4.775217802650235e-07,5.059697818389363e-07,5.769404225812796e-07,1.5112784474342982e-06,1.6764144391064472e-06,1.942477398675325e-06,1.812854270735513e-06,1.2707388417655009e-06,8.796920704653571e-07,9.526140335097305e-07,9.389405196969775e-07,7.644877221991263e-07,8.24e-08
TD01GL002279,7.529187144995712e-08,5.495845180030578e-08,7.80433196662875e-08,,,,1.1597571024871853e-08,3.5486424536070596e-08,2.6691655128505464e-08,8.525648512883397e-08,9.185444776971036e-08,7.933001789707849e-08,1.2437662766885626e-07,1.332563020128503e-07,1.0726122206024971e-07,1.2650865184368777e-07,3.548147142545643e-08,1.5523204589652876e-07,2.4899999999999997e-07
TD01GL002280,4.1554852305415005e-07,4.5448833655752427e-07,6.189378230038457e-07,1.3256816475476116e-07,1.1729281641067535e-07,9.754205090898006e-08,1.2761710598612273e-07,1.817708569466438e-07,2.414726245908758e-07,4.512718527613047e-07,7.076938141250567e-07,6.586663292650332e-07,5.677652682409927e-07,2.6456797970355194e-07,2.7063677977472017e-07,3.744102857004235e-07,4.167205578272175e-07,4.546248788130547e-07,1.36e-07
TD01GL002281,1.191027065256635e-07,6.702354208164947e-08,8.895026819954948e-08,,,,,,,6.366111391679571e-08,9.694772758916255e-08,1.935140429058273e-07,,,,2.0833699831016042e-07,2.2767790616004813e-07,1.6965265802409676e-07,
TD01GL002283,2.2059629617776534e-07,1.8094786810837814e-07,2.6793292239829665e-07,9.050458928422083e-08,7.536723571905402e-08,5.661225837835883e-08,1.7945121686329266e-08,4.284072711686689e-08,4.587307607391512e-08,1.7870278488387781e-07,2.5504354664606277e-07,2.8470097189276185e-07,1.963730121109007e-07,1.459803854507323e-07,1.4840806591924667e-07,1.1115485474717955e-07,2.137009635861433e-07,1.3259901031956517e-07,
TD01GL002286,,,,,,,,,,,,,,,,,,,8.369999999999999e-08
TD01GL002287,5.654354644118527e-07,4.926901010759658e-07,8.681638611740934e-07,3.8401389345425164e-07,2.3707915752896288e-07,3.5380462807245383e-07,7.042426583413112e-08,1.409754704029095e-07,1.4148705008979767e-07,4.407206351228193e-07,6.541086250697816e-07,6.33404079448815e-07,4.101453966430129e-07,4.4363493390687573e-07,3.2699163902891364e-07,3.107133436803854e-07,5.262383503663121e-07,2.703528612531398e-07,1.45e-07
TD01GL002288,3.128357036180562e-08,2.157956225508117e-08,1.4071879870522953e-07,3.927495044840622e-08,2.489244663690914e-08,1.9494549495463583e-08,3.4464574737625474e-08,6.141666628635643e-08,4.349677721590137e-08,3.408336037648854e-08,6.682748511492186e-08,4.834396284506915e-08,,,,2.1489762974000932e-08,2.9120075572467048e-08,2.5580499410142073e-08,
TD01GL002289,8.688184243846732e-07,7.595768014954499e-07,1.2037050866421256e-06,4.0233478058724996e-07,4.420849674369432e-07,3.3601859785368163e-07,2.797305548981163e-07,5.36207615383399e-07,5.062042473735898e-07,9.084390367374262e-07,1.2268073726433062e-06,1.5192377472046713e-06,8.72616775079182e-07,5.567474730701439e-07,6.856275831656047e-07,8.734889416851196e-07,8.15382763954095e-07,5.61904355974218e-07,
TD01GL002290,2.4797408901420564e-06,2.3516133806438695e-06,2.7507300589678115e-06,1.1099160228867364e-06,1.1085800358222962e-06,1.0527038840552759e-06,8.354138741453941e-07,9.467580062430265e-07,8.035329823546146e-07,2.190653895083869e-06,2.8182307630684672e-06,2.357382238473221e-06,3.2341774393933226e-06,1.183390002313538e-06,1.4513020615867223e-06,1.8745169282072052e-06,1.7063118035567512e-06,1.4487671643055666e-06,3.51e-07
TD01GL002291,,,,,,,,,,,,,,,,,,,1.4e-07
TD01GL002292,1.439260006182354e-06,1.2727942556253766e-06,1.4150126310962123e-06,6.697011921338637e-07,5.672803474801562e-07,6.332514282763307e-07,3.2480708583521183e-07,4.430091298425268e-07,4.2584929236588874e-07,1.4907654488864346e-06,1.7154868809056076e-06,1.843023284824832e-06,1.6256337964823814e-06,9.668088845433344e-07,8.568838341526715e-07,8.298110844670202e-07,1.0790355952190842e-06,6.919544366343397e-07,1.98e-07
TD01GL002295,,,,,,,,,,,,,,,,,,,1.37e-07
TD01GL002296,6.01908599397852e-06,5.826024516811621e-06,6.84619590800674e-06,1.2509282000698622e-06,1.3881868456488617e-06,1.8634391892090704e-06,1.356479349876673e-06,1.4058047936110244e-06,1.3641343855512638e-06,6.254711766632535e-06,5.736008076124715e-06,6.269159732388809e-06,4.117727004454045e-06,5.083029613120939e-06,4.258101018705991e-06,2.4759371106041374e-06,4.347796214272522e-06,3.849340845402406e-06,8.340000000000001e-07
TD01GL002297,7.911847674087615e-07,8.086023653582686e-07,9.500240057662374e-07,2.2983247987056626e-07,2.9255323854590755e-07,2.4825407660521354e-07,1.4720688268923897e-07,2.3136742814288e-07,2.2941000638034043e-07,7.339309308055449e-07,9.380546795584105e-07,9.787487452431253e-07,6.968267348933188e-07,4.946896627136238e-07,1.161567341973193e-06,4.7252359256766073e-07,1.0721670176818139e-06,9.032286062292383e-07,2.73e-07
TD01GL002298,4.8616529672685565e-08,5.091742208754682e-08,6.115623458316999e-08,8.874453752133716e-09,2.4471525041467778e-08,3.1277171567269305e-09,1.3435910261260743e-08,2.659548925332224e-08,2.6485866345554972e-08,2.2531017574843152e-08,8.528047315009775e-08,6.336585774971699e-08,,,,,,,
TD01GL002299,1.5910825581380722e-06,1.2866568323159556e-06,1.6141430036137992e-06,3.9747060095442707e-07,3.534324320797038e-07,3.267578088003566e-07,1.0016263295895097e-07,2.5564123006338114e-07,3.348574696059439e-07,1.3067702723122393e-06,1.6713008329043858e-06,1.222315861254945e-06,1.1260128837901061e-06,1.048247457578976e-06,9.473000782460861e-07,5.957782181825873e-07,1.0751774692115107e-06,1.0460805486955112e-06,2.3199999999999999e-07
TD01GL002300,1.064003988645106e-06,8.635542492516019e-07,1.3705895472865427e-06,4.0601330702066496e-07,1.778766297765222e-07,3.0185703500526576e-07,2.933093595449108e-07,4.430445909039233e-07,3.583550700904381e-07,1.0621633212004004e-06,1.1794690365987236e-06,1.3866617123238034e-06,1.136220722486429e-06,3.2578180027617045e-07,5.372353032214115e-07,5.382575058076747e-07,8.160601044006418e-07,4.2497138480120965e-07,2.52e-07
TD01GL002301,,,,,,,,,,,,,,,,,,,8.71e-08
TD01GL002303,3.098103715523544e-08,3.078416021679068e-08,7.827393790221728e-08,1.893838046491601e-08,1.9541868259321478e-08,7.482440609776825e-08,2.888379638371075e-09,9.17253123162178e-09,8.42801487474179e-09,4.022106604659568e-08,9.161760145283757e-08,6.970976106292699e-08,5.6421845019913924e-08,3.3298442595242114e-08,5.1371641107586326e-08,3.944586837112749e-08,3.603236421456588e-08,2.5866530133550062e-08,
TD01GL002305,7.475090982667229e-08,6.253067850990485e-08,1.1147899677845737e-07,2.6272091961149982e-08,3.835394537186798e-08,5.371522801826e-08,5.492937998081324e-09,2.3295673026603512e-08,1.646836011204083e-08,7.792163966183878e-08,1.4801479071618036e-07,1.0508848080953725e-07,1.007829946719579e-07,4.623231052327555e-08,1.7561599919111262e-08,9.042517736790499e-08,6.743827108034858e-08,2.531669104444745e-08,
TD01GL002306,1.51427832027805e-07,1.388287098715127e-07,2.5402603469694974e-07,,,,,,,,,,,,,,,,6.73e-08
TD01GL002307,6.771159426951118e-08,4.8723195352765074e-08,9.256967958287162e-08,1.3519474721643963e-08,3.669489929531374e-08,7.573322348823246e-08,2.312706662718056e-09,3.4950257372962455e-08,5.6989889989129345e-08,5.3570461288761076e-08,1.9454913829837368e-07,1.631063825850914e-07,6.07007561383416e-08,4.102995519871226e-08,4.492237075660885e-08,4.845703189042849e-08,4.0951430479819546e-08,4.779090032853561e-08,
TD01GL002308,1.4242995177969186e-07,1.0488961725550378e-07,1.420436756933505e-07,1.2960850630377512e-07,8.671768005665846e-08,7.441688317012402e-08,1.2413512723439908e-08,4.413639666282789e-08,4.6930754928956015e-08,4.485630120472284e-08,7.197578190034493e-08,9.711451189062926e-08,,,,,,,
TD01GL002309,4.618223636602885e-08,1.2824365453902542e-08,1.0386177688592038e-07,8.516013094157749e-08,1.8844024479910742e-07,1.0287446153280424e-07,3.607856507884583e-09,3.422865449595715e-08,5.067251636501855e-08,7.420319071727394e-08,8.755111784524211e-08,1.92438932896014e-07,1.0889133980665631e-07,5.350866494725725e-08,5.342263952069647e-08,3.604206159100266e-08,1.1607204935220543e-07,9.991529738872805e-09,
TD01GL002310,3.5549044541880736e-08,5.521751528612096e-08,6.075697601950617e-07,6.027942846133902e-09,6.8516922305652635e-09,3.089324236111584e-08,2.490317834016722e-08,6.208461592894913e-08,4.850930583551006e-08,5.0017368545728176e-08,1.0301453357810487e-07,8.803714244577876e-08,5.402805896718969e-08,3.1415063515827055e-08,5.5385897000323944e-08,1.239390909250414e-07,7.646998973931871e-08,2.8908734754228476e-08,
TD01GL002312,3.548922405456792e-06,2.8629612027404983e-06,3.10278076299851e-06,4.997244512802311e-07,4.0360398942144707e-07,5.65672976042589e-07,3.636633091352015e-07,3.606278668716066e-07,3.5719251963572027e-07,3.046204422086096e-06,3.249977907916633e-06,3.0987015221610276e-06,2.2644205726012184e-06,1.8569123038535149e-06,2.451663306026785e-06,1.3688707497370025e-06,2.4535436476585113e-06,2.3125910954347643e-06,2.0600000000000002e-07
TD01GL002314,1.2593987464861131e-06,1.334223431451238e-06,1.2413857266240672e-06,3.53495550062593e-07,2.4837771674999233e-07,2.0353821309169988e-07,3.4422815361479497e-07,4.667047932810248e-07,4.253557308213335e-07,1.2047498153320814e-06,1.1718647067975233e-06,1.371063329635918e-06,1.4768989746342963e-06,3.938070649990866e-07,1.1000142946967003e-06,9.789278335705691e-07,1.1012852455816883e-06,1.2383371336233165e-06,4.3899999999999996e-08
TD01GL002315,9.29162360756892e-06,8.58883264991429e-06,7.55148495700653e-06,1.4117780696542882e-06,1.2542437705644068e-06,1.1055720248850436e-06,1.9449795214590403e-06,1.7759169483460088e-06,1.848250099461839e-06,8.542606789684539e-06,8.245855828030526e-06,1.0050775029911778e-05,5.4049398645739575e-06,4.167421845848698e-06,6.465366563745842e-06,2.7641742075064942e-06,5.2447563982168936e-06,4.957322611681106e-06,6.31e-07
TD01GL002316,8.461356606781891e-07,5.70513686928258e-07,1.1499598366047396e-06,1.8152694819963638e-07,1.553371961267636e-07,2.1908719315399762e-07,1.2045443962642476e-07,2.2512090156808883e-07,1.281779735965108e-07,7.752631658999807e-07,1.1266633708086175e-06,8.897107771561471e-07,1.3208542230940196e-06,5.108605419881584e-07,4.161303012938073e-07,8.969085882462511e-07,5.590489942688791e-07,6.444854067695991e-07,6.94e-08
TD01GL002317,6.214455206366548e-06,5.660762213662498e-06,5.8187109735778406e-06,2.1481515922063675e-06,2.0440576331312837e-06,2.334025719720651e-06,1.6831514607843272e-06,1.7951457497815675e-06,1.5609839837934407e-06,5.821281374525713e-06,6.02929004898848e-06,7.1142867633907915e-06,5.454679128749356e-06,4.8800507979808135e-06,5.147254397025318e-06,3.0715777216881354e-06,4.443192583621619e-06,5.187472840806819e-06,1.63e-06
TD01GL002319,1.728397141117528e-07,4.768561821035455e-07,4.1611266863039154e-07,,,,3.689037354285574e-08,7.130961706570598e-08,1.1675322681891254e-07,3.072154297939982e-07,3.5770632982161795e-07,4.7147553371471966e-07,1.8567107582574042e-07,2.1499803456604226e-07,1.7911870372319537e-07,1.4877171442355898e-07,3.8014895019987667e-07,1.2574629550159936e-07,
TD01GL002320,5.4498414051547e-06,6.206393066962174e-06,6.9835224832730034e-06,3.1247864470261104e-06,2.8149101084477405e-06,1.0120962325952989e-06,1.284923602222164e-06,9.167318687779613e-07,1.039547049163705e-06,7.773158788509681e-06,4.688217362493812e-06,7.932169443082588e-06,3.1663754856603513e-06,5.242851937997156e-06,4.457084649765288e-06,2.364580427153962e-06,3.8701050989177865e-06,4.705888791250031e-06,
TD01GL002321,,,,9.530797289087483e-08,1.1509508552308752e-07,3.6119973391652683e-07,,,,,,,,,,,,,6.5e-06
TD01GL002322,1.3419485172956298e-05,1.6369562219579474e-05,1.092041454184006e-05,1.1763039880319883e-05,9.741457777369224e-06,1.1940984554901732e-05,6.965061863454086e-06,6.086763493842521e-06,3.814438390730714e-06,1.259356064751164e-05,1.055649740821175e-05,1.509661074880676e-05,1.4459118899454206e-05,6.46803194453352e-06,5.653667176806658e-06,4.097294592737891e-06,5.681436389007234e-06,6.125712014567573e-06,
TD01GL002323,1.9021926453520893e-07,1.2646853471696227e-07,1.4985710188549162e-07,8.500746877357186e-08,9.835862872199547e-08,6.876575943898453e-08,3.274068848395283e-08,4.8988884443218684e-08,7.52498627218961e-08,1.523386567881695e-07,2.3257822428218452e-07,2.418045786965906e-07,2.626201270811654e-07,4.771977895747421e-07,1.997844562140574e-07,1.1231230940996924e-07,2.0103536074761474e-07,1.294289077306e-07,
TD01GL002324,4.580348336597936e-06,4.363706178541737e-06,3.75835393615752e-06,1.5269121395308013e-06,1.7711575257660736e-06,1.8815680361202471e-06,1.0171624682723812e-06,9.271090374859202e-07,1.1773098203171956e-06,4.535076855710073e-06,4.713723160832592e-06,6.1843751952623985e-06,3.356484827669944e-06,3.557874586453809e-06,3.1755287084553178e-06,1.0665382834456394e-06,3.4353446744723136e-06,2.9191537109913326e-06,
TD01GL002325,1.6862658235320572e-06,1.5721647170762442e-06,1.9843883729339446e-06,2.5906944366586144e-07,1.5234859245890772e-07,1.913819008369729e-07,2.5594616672860914e-07,4.897407249275215e-07,3.814316293384104e-07,1.2878261507037327e-06,1.5361034450643585e-06,1.8552430878953326e-06,9.034096025950476e-07,1.1792270822641564e-06,1.985346378625098e-06,5.628471600807815e-07,1.1388281969916846e-06,1.7103502521387035e-06,2.2699999999999998e-07
TD01GL002326,2.2356628152933777e-07,1.8369220625670727e-07,2.4063683504185515e-07,,,,2.4757292498294506e-08,4.682570506834066e-08,4.967474780301212e-08,1.4080815319277392e-07,1.7269643506655867e-07,2.8640476856059823e-07,1.3754252429616462e-07,1.8145300668167412e-07,7.448075905474356e-08,1.7313371095144744e-07,1.7215219734752017e-07,9.160100613351086e-08,
TD01GL002327,2.2064451188779244e-06,2.365027840256943e-06,2.5568038622549248e-06,7.103660073824334e-07,8.114958802569707e-07,6.267205131712981e-07,6.036727205266412e-07,8.719479781961961e-07,7.507002292622132e-07,1.851893182685505e-06,2.8139923717796574e-06,2.685103736424347e-06,1.4676460277104088e-06,1.3013348159249154e-06,1.5868436602668954e-06,9.395574286797342e-07,1.6651937728163253e-06,1.5648670640567101e-06,5.17e-07
TD01GL002328,1.559876102273184e-06,9.909995356760647e-07,1.448218348725484e-06,7.183670242958576e-07,5.984226893631046e-07,7.665164824943687e-07,4.5616415806968495e-07,6.519787588511861e-07,5.533197132591812e-07,1.0718918689527624e-06,1.4340897285106761e-06,1.6701393982962094e-06,1.7133212648084273e-06,7.57638609011569e-07,7.421373342723843e-07,8.467947904546324e-07,7.339511700522312e-07,7.618479746582746e-07,1.42e-07
TD01GL002329,1.1585538000962299e-06,2.10292740546059e-06,2.807976439446309e-06,5.984727395744521e-07,5.032372235665202e-07,5.95327655959853e-07,6.827403342162925e-07,7.431614984177727e-07,7.852752798644945e-07,9.73019795697061e-07,1.023794508871214e-06,2.8191069398991925e-06,2.025776999342523e-06,4.19482202364705e-06,6.124991207795888e-07,4.4559158141765297e-07,8.904503127057942e-07,1.65463674806078e-06,1.68e-07
TD01GL002330,4.005633428526159e-06,3.534837782226735e-06,4.361804096891499e-06,8.608498917571113e-07,7.169974543606505e-07,1.0666065502258117e-06,1.31109284460577e-06,1.5160335537047806e-06,1.2307358861785017e-06,3.6828038962861056e-06,3.6184122397883564e-06,4.1183261536171545e-06,2.4839120301905247e-06,1.4803888009398833e-06,3.022095549266248e-06,1.3573913196133784e-06,1.3332607355111458e-06,1.366736910563648e-06,2.1100000000000002e-07
TD01GL002332,7.318584188255142e-06,6.211329119926039e-06,6.49048292197413e-06,8.406879865899169e-07,6.497665552023766e-07,7.550916872921912e-07,8.609812285285256e-07,7.928238901042155e-07,8.235460464153457e-07,7.088589014855162e-06,6.2971345090889e-06,7.251404179597303e-06,4.170562526944243e-06,3.3727419183223288e-06,3.4935348628283132e-06,1.4891455028460611e-06,2.914888672014703e-06,3.4650023992054633e-06,3.8e-07
TD01GL002333,1.0286619098089755e-06,8.00610849033719e-07,9.39701474620963e-07,3.07433791330639e-07,2.856889020838578e-07,3.318089823833642e-07,1.0846429460420885e-08,1.513711810331534e-07,1.4490114712007236e-07,3.0286662704633255e-07,7.406754274207134e-07,2.93064923922159e-07,4.47045243953195e-07,3.523099166932453e-07,4.1259530604134584e-07,1.9749136615000727e-07,4.044577239379242e-07,4.879794927745997e-07,
TD01GL002334,1.7302439883077697e-07,1.4228076671599205e-07,2.2841684729730192e-07,,,,9.016873911295315e-09,2.668899580424163e-08,3.14425711312653e-08,1.3662480355358822e-07,2.4201185101420106e-07,3.335242632473128e-07,,,,,,,1.2099999999999998e-07
TD01GL002335,3.1904692013974533e-07,1.4385167064528e-07,3.1411451234801403e-07,7.97912316804555e-08,1.109948564801004e-07,1.0625668639492477e-07,3.5484994449741925e-08,6.312651726319087e-08,7.988391712412175e-08,1.8404192583279958e-07,4.540783195527449e-07,5.047251619838075e-07,,,,1.5564308953640113e-07,1.8935043850477469e-07,1.967546635166509e-07,4.870000000000001e-07
TD01GL002337,7.966349933911153e-07,5.726885387506288e-07,6.993865186409789e-07,1.8655773651063767e-07,2.6336133701449245e-07,2.3482636454787379e-07,9.618845171367291e-08,1.420069341624818e-07,1.3715888044687879e-07,8.432470472901068e-07,4.240958211855061e-07,6.934606309968659e-07,6.233468686699828e-07,4.1935338584568077e-07,4.946851603954951e-07,4.421392126397686e-07,4.3088348446880255e-07,3.6237889953681393e-07,1.67e-07
TD01GL002338,,,,,,,,,,,,,,,,,,,2.88e-08
TD01GL002339,,,,,,,3.1490754778748566e-09,7.191795554991319e-09,2.558364668707016e-08,,,,,,,,,,
TD01GL002340,1.0249819076808976e-06,9.650403153350385e-07,9.588726432572492e-07,3.44504034661494e-07,3.3445820875572386e-07,3.1706726251957344e-07,7.648043152755701e-08,1.1298924062127375e-07,1.3476087711405992e-07,6.257738527142878e-07,1.2271085424215716e-06,8.660081596127139e-07,4.597031621299316e-07,5.851805454994549e-07,5.845079727597047e-07,1.6919948970187602e-07,6.272044606150894e-07,6.986106542279241e-07,3.7799999999999997e-07
TD01GL002341,2.1976500776076943e-07,1.5538359663370278e-07,2.9021887948414087e-07,7.027857160204444e-08,5.511974630448272e-08,3.1649860767345514e-08,2.8090154420008746e-08,7.672413260058417e-08,7.818578284420325e-08,1.9498183858110972e-07,3.4464767397123236e-07,2.48413021411408e-07,2.3846363035512933e-07,2.077951728406846e-07,2.019465838881007e-07,1.3771702967940072e-07,2.547042699828283e-07,1.907944488186364e-07,3.31e-08
TD01GL002342,1.3380518538301126e-07,1.726462146340406e-07,1.6414141118328588e-07,,,,4.086858017702827e-08,9.412889873218225e-08,7.410705031600533e-08,2.3406469785766333e-07,2.2841208082550375e-07,3.3424538722794944e-07,2.1277176186633572e-07,9.807850290832041e-08,1.0029041235245425e-07,1.7374800626714818e-07,1.0006942212246153e-07,1.9191352292675282e-07,4.7300000000000007e-08
TD01GL002343,8.215318643329682e-06,8.467248232249858e-06,7.273593699928496e-06,6.724162377581752e-07,2.572610884711946e-07,4.7182172605794517e-07,1.7315205095345716e-06,7.736825827567101e-07,9.559776359714362e-07,6.668465262594503e-06,8.083548263040892e-06,7.4121427119309995e-06,9.185703270206208e-06,3.3618713981363483e-06,3.427330038846302e-06,4.252264203062324e-06,4.478127983020856e-06,5.47002086834078e-06,6.2e-07
