,NACL60,NACL20,NACL100,HN,Fermentation_9h,Fermentation_19h,Fermentation_30h,MU
TD01GL003433,4.0675614307516485e-08,1.0479284713644934e-08,1.620234919153674e-08,7.571190664750028e-08,,,,
TD01GL003434,,,6.160648965902558e-08,,,,,
TD01GL003435,,,6.51648596836015e-08,9.903987096074398e-08,,,,
TD01GL003436,8.059268917436574e-06,,4.060542105247193e-06,7.576558159868152e-06,3.809367754466883e-06,3.6423650184923574e-06,6.555096583138665e-06,1.43e-07
TD01GL003437,3.8932407548440474e-08,,6.555952313008576e-08,6.867242153774641e-08,7.235598788379931e-08,36.0,3.0045357349527504e-08,5.3499999999999996e-08
TD01GL003438,1.2869214068582962e-06,,6.388865170555624e-07,1.0754759365475453e-06,7.021854333768349e-07,6.443177566322478e-07,1.1740985383425201e-06,6.070000000000001e-07
TD01GL003439,1.4283592030461501e-07,,6.566439547914562e-08,1.6575119591758675e-07,7.416876766796823e-08,9.948769839399202e-08,1.3261886170252444e-07,3.3e-07
TD01GL003440,5.3581610122041094e-08,,6.244541268504748e-08,7.816878277771736e-08,8.438275218535567e-08,2.6004447732518526e-08,1.5603090774369392e-08,
TD01GL003441,1.7227585070399537e-06,4.534757006991238e-08,2.455796960876702e-07,2.0769468329188283e-06,1.0145082309654536e-06,1.6184970134046589e-06,2.6222195499926935e-06,2.5399999999999997e-07
TD01GL003447,3.5028594856247963e-06,2.1897673814779403e-07,3.182347010570752e-07,3.207540230585472e-06,1.9462135681465094e-06,1.5955736958324983e-06,1.4287545149598829e-06,2.64e-07
TD01GL003448,2.528414980097725e-06,2.0119404362957541e-07,2.495328401635043e-07,2.706017855186843e-06,1.3017037828120214e-06,1.4556882573702364e-06,1.2702121945104874e-06,4.6799999999999996e-07
TD01GL003449,3.5585020832250234e-08,,,7.58162115141936e-08,,,,
TD01GL003451,,,,4.44475775240319e-08,,,,
TD01GL003452,6.556735412697465e-08,,,1.4443661541264099e-07,,,,
TD01GL003464,4.513574530311566e-08,,4.179661948344033e-08,5.286508234715875e-08,2.1764923655588737e-07,1.0103773260431894e-07,4.461781589609307e-08,
TD01GL003469,5.853094988293428e-07,,7.599603914375734e-08,4.981411656107006e-07,4.972428400845298e-07,1.3612251912271475e-06,2.537349709905785e-06,2.96e-08
TD01GL003470,5.6791921763763666e-06,1.8701828189305585e-07,5.722854742806981e-07,4.888722549096496e-06,3.4364202439360338e-06,1.2636107644371771e-05,2.0227065284604445e-05,
TD01GL003471,8.047877943007258e-08,,2.5938191204140957e-08,1.393379977340506e-07,8.861282417352908e-08,1.592336121289821e-07,1.4571536272139612e-07,
TD01GL003474,1.1726368736060906e-06,1.356465227107664e-07,2.631881822927793e-07,1.5670852408023422e-06,9.299743839514348e-07,1.0072286640343536e-06,1.0503936459913172e-06,1.73e-07
TD01GL003476,1.3912068106368408e-05,3.027476454190146e-06,2.796040276070654e-06,1.4353991420654108e-05,1.0209697376972816e-05,7.676279958672116e-06,8.980330303520824e-06,5.520000000000001e-07
TD01GL003477,,3.768402182679814e-07,,,,,,
TD01GL003483,,2.274970686885155e-07,,,,,,3.2e-07
TD01GL003484,2.3826486226815287e-07,,1.831872725102268e-07,3.0746926069118386e-07,,,,8.880000000000001e-08
TD01GL003485,5.15167248463652e-08,,1.7276066175872392e-08,5.3394960122452486e-08,9.155874215319835e-08,5.865764682351012e-08,2.87370416121501e-08,
TD01GL003492,,,1.045957997076705e-07,,,,,
TD01GL003494,,,1.5167751400597307e-07,1.0488387784950612e-07,,,,
TD01GL003495,3.025884285311757e-07,4.533151751732773e-08,3.4239270809011347e-07,7.248751595129189e-07,7.590208396700555e-07,2.256934742792261e-07,1.836002726635857e-07,
TD01GL003496,2.2513138829923123e-07,3.677274778125672e-08,1.5786290608713162e-07,4.259843547406282e-07,7.630411441748015e-07,2.460370171292998e-07,1.9990173877099174e-07,8.72e-08
TD01GL003497,7.06164118730418e-08,,1.8212317805887756e-08,7.262012651930945e-08,1.1618375519869425e-07,1.0055501716761495e-07,8.344894845523565e-08,
TD01GL003498,,1.301075669444262e-07,4.5110506409996176e-07,1.9054571444228452e-06,9.845914136914943e-07,1.1935786256175122e-06,6.931772089405097e-07,
TD01GL003503,,,,,,,,6.01e-08
TD01GL003505,,,4.463123591794885e-08,,,,,
TD01GL003506,1.4559511446194908e-06,7.641270155100201e-08,4.199817559743573e-07,1.483956011339758e-06,5.989499205089319e-07,1.1209128452046299e-06,1.564200762851052e-06,2.81e-06
TD01GL003507,,,,,,,,
TD01GL003508,9.985339857636102e-08,,1.160019907810965e-07,1.3200977927082412e-07,1.3524341756451225e-07,5.354380276072027e-08,2.3698396433663778e-08,1.29e-06
TD01GL003509,7.133316020917284e-07,1.0906842150229751e-07,8.256839170104956e-07,8.692050639551362e-07,9.677019550638306e-07,8.203135736452825e-07,3.814917155896366e-07,4.78e-07
TD01GL003512,1.6375711699537245e-07,,2.2831989075988095e-08,1.3222499125701582e-07,1.3349984845397925e-07,8.75431145574679e-08,1.0545107377945479e-07,3.26e-08
TD01GL003514,,,,,,,,8.08e-08
TD01GL003518,8.495101756381987e-08,,2.7662895173215333e-08,1.3496657554875603e-07,4.212770977569718e-08,6.42384550358502e-08,8.803889558986996e-08,
TD01GL003519,,1.8793939945539047e-08,,,,,,
TD01GL003520,9.69125593680885e-07,,2.1894372503238155e-07,1.1731926185446472e-06,6.649517853790093e-07,1.2459961631711555e-06,1.4917211914069906e-06,
TD01GL003521,2.91780251906492e-06,1.2625952945430664e-06,4.612629360191748e-07,3.1823175723620526e-06,2.2316904614881427e-06,2.3940042711570977e-06,2.7474310539078127e-06,6.73e-07
TD01GL003525,1.946007732995665e-07,4.513236943781336e-08,5.883279063492137e-08,1.996289057965506e-07,2.3506976769000956e-07,1.7120985645961013e-07,1.0889778062873048e-07,
TD01GL003526,2.933399968690083e-06,,1.0113621219693183e-06,3.355875595025314e-06,1.8369431953491256e-06,1.828648314003703e-06,1.971217916871537e-06,5.29e-06
TD01GL003527,1.9293739902897187e-06,,1.1520034664994037e-06,2.1472319652057136e-06,2.156389110853926e-06,1.0465306146557305e-06,1.2624975717857325e-06,7.709999999999999e-07
TD01GL003529,3.7357057538136245e-07,,8.675977185184186e-08,4.271835279503475e-07,2.6290471955423687e-07,1.9764625850081268e-07,8.932976030034472e-08,3e-07
TD01GL003530,1.120791926651779e-06,,4.3815946108336065e-07,1.1956183208113667e-06,8.031329945037616e-07,7.323919591547833e-07,5.774449621211914e-07,1.87e-06
TD01GL003531,5.36497783322755e-07,,2.4196826349557324e-07,6.284735156362194e-07,5.169162066093073e-07,2.6808902285546083e-07,2.3849141985933094e-07,1.01e-06
TD01GL003532,1.1062352497832767e-06,,2.8144282282121965e-07,9.89847370671798e-07,5.969133913605398e-07,2.097646824394425e-07,4.316648528453801e-07,3.38e-06
TD01GL003533,1.6476393930406936e-06,,6.899604101113465e-07,2.1000018688462586e-06,1.0951336049589478e-06,1.0240708934011297e-06,9.06299036624831e-07,3.24e-06
TD01GL003534,6.429115026234344e-07,1.35013679068682e-08,4.3590760078384653e-07,7.662787342541627e-07,9.76098239487913e-07,5.69220864622492e-07,3.3616865742727785e-07,8.48e-07
TD01GL003535,,,4.0548911141368663e-08,2.5707825896659315e-08,6.800010847199783e-08,1.0915939243361145e-07,1.874805771108901e-07,2.35e-07
TD01GL003536,,,,,,,,9.070000000000001e-07
TD01GL003537,2.61228191797382e-07,,1.2544142301549206e-07,2.7121864158269404e-07,2.835437038827326e-07,4.515371633623991e-07,3.257863529975492e-07,1.25e-06
TD01GL003538,9.784874868794819e-08,,3.5048592832641494e-08,1.5088463389629833e-07,7.010250520151293e-08,2.402915235650476e-07,2.844238610575246e-07,8.58e-07
TD01GL003539,4.476251281273953e-07,,1.7863081192670935e-07,5.552809671555728e-07,3.9206604675780284e-07,4.343333997534567e-07,3.71339728464803e-07,9.88e-07
TD01GL003540,5.984672430803487e-07,,2.4790487150882474e-07,6.672504987444467e-07,5.223840003616465e-07,4.721311747067774e-07,4.1654726189187304e-07,1.15e-06
TD01GL003542,,,,5.5080127650149435e-08,6.561939982543122e-08,6.726551702793839e-08,3.023970542669461e-08,
TD01GL003544,3.8295889172872223e-07,,8.705696121485791e-08,5.945588029932702e-07,1.2995105730312828e-06,7.486841803120352e-07,7.551565369499884e-07,2.43e-07
TD01GL003545,5.749265081521873e-08,,2.5515229698091515e-08,7.300359123862203e-08,2.1234203464657087e-07,1.0644644871280211e-07,1.2219719878319421e-07,1.24e-07
TD01GL003546,4.7467689434103607e-08,1.570537177812067e-08,7.710871639544229e-09,1.0097390296531685e-07,1.2696389150591453e-06,7.997506587148049e-07,8.114032326955065e-07,2.08e-07
TD01GL003547,,,,,,,,3.96e-07
TD01GL003549,1.126533868966744e-07,,1.1583683543935365e-08,2.6936601705697936e-07,9.576744472911304e-07,5.107701371683566e-07,4.579960329365963e-07,1.33e-06
TD01GL003550,2.4004307868067437e-07,5.408166959691913e-08,1.2589130323634222e-07,3.3905701503483904e-07,1.806547430415028e-06,1.1501687940059266e-06,1.2941003517526533e-06,
TD01GL003551,,,4.90722477591081e-08,,,,,3.6299999999999995e-07
TD01GL003553,,,1.6497923386742482e-07,,,,,2.2899999999999997e-07
TD01GL003556,1.426328925460778e-06,,1.3890154449456594e-07,1.810361142254112e-06,2.3969978012668552e-06,1.3189569790847928e-06,1.4834848352542336e-06,5.93e-07
TD01GL003560,2.583204229848314e-07,,,6.501303561989105e-07,4.918350458792772e-08,2.5441156392184366e-07,1.9080855301803322e-07,
TD01GL003562,1.671211507040569e-08,,2.1339908431859128e-08,2.520782567992831e-08,5.01968573905635e-08,3.348841149034732e-08,1.784236546662233e-08,
TD01GL003563,,,1.0822892672366102e-08,4.7811920472778466e-08,2.2257690423942935e-08,2.027443782058691e-07,4.3648111998400614e-08,
TD01GL003564,2.270040086943376e-07,1.0144607172709036e-07,3.9599308044387024e-07,2.2307941448503171e-07,3.412776334791314e-06,2.311987969081428e-06,2.0094218912968237e-06,4.77e-06
TD01GL003573,5.159712979040334e-07,8.764640334608666e-08,1.3006075220348663e-07,5.007825816551743e-07,2.7453101341670234e-07,5.243483563132876e-07,2.221546582008967e-07,
TD01GL003574,4.9596101762426617e-08,,1.102709909041459e-08,3.077186419839438e-08,2.9844786756156084e-08,6.139822261170414e-08,2.4006779243471233e-08,
TD01GL003576,,,,9.415412414674185e-08,,,,
TD01GL003577,6.226718130851425e-08,1.4818310061614796e-07,6.287208191518485e-08,8.636109855986404e-08,1.322112264333843e-07,6.594403694335486e-08,3.783075913792276e-08,
TD01GL003578,1.301560863477306e-07,6.315792212839792e-08,4.502603597162792e-08,1.2957951546320085e-07,1.1741101228804979e-07,1.503591442513716e-07,7.543698822166188e-08,
TD01GL003580,6.638357599051888e-07,,1.583609820774396e-07,8.385587596696996e-07,5.393237363732478e-07,4.2720659151502017e-07,2.950384813739002e-07,2.45e-07
TD01GL003581,2.7678232239093945e-07,,6.507911603456415e-08,3.728148491879835e-07,2.074954480471426e-07,1.4223825031154426e-07,1.177937650202992e-07,
TD01GL003582,2.0673188039236193e-07,,8.035055797693086e-08,2.6322779111851255e-07,2.112699214828321e-07,1.2208479675740524e-07,1.116102613112511e-07,4.27e-08
TD01GL003583,5.176219057706127e-08,,1.029039841308139e-08,1.0445878131968235e-07,4.995963732644081e-08,6.210352773522162e-08,5.1764158063369404e-08,
TD01GL003584,4.616941723716199e-08,,1.1761323282943834e-08,5.286675951439088e-08,6.682756914207303e-08,5.888611279285919e-08,1.4478230517409544e-08,
TD01GL003585,1.9887158272076087e-06,7.27413581970541e-08,2.602353550221666e-07,2.50111795230436e-06,1.6295022497036595e-06,9.079182641825019e-07,1.0584425150123365e-06,1.3e-07
TD01GL003588,2.1044236305286385e-07,3.1417933750186925e-08,1.1375583982495482e-08,2.5655827604441905e-07,9.619566059091784e-07,5.796667631610328e-07,4.799000844517895e-07,1.0900000000000001e-07
TD01GL003591,1.4941455385743844e-07,,,1.5634358462911248e-07,3.202251124759717e-07,9.913459224266972e-07,5.646895207049307e-07,
TD01GL003592,1.9420828546807728e-07,,,2.0109710368056984e-07,1.6725869360052863e-07,6.796521305352192e-07,6.683206102756519e-07,
TD01GL003593,2.4739988272014095e-07,,,1.9562519725463455e-07,1.6804537818923085e-07,7.480397464617194e-07,7.416540577414612e-07,
TD01GL003594,2.9702683667483937e-07,,,2.8181481694480607e-07,2.1610492762890011e-07,4.722947156599667e-07,4.889090947961892e-07,
TD01GL003604,3.2746841709963966e-08,,,4.1142716409328826e-08,,,,
TD01GL003605,2.8741038624133745e-07,,,3.274250425791093e-07,2.776473578440429e-07,1.157427083348431e-06,1.2982714745260591e-06,
TD01GL003606,3.2347161704296433e-07,,,3.6114759577312936e-07,3.006458315027624e-07,1.1916625604092602e-06,1.0668086438672019e-06,
TD01GL003608,2.93565781855811e-07,,,2.5207835140070087e-07,3.14893119243737e-07,8.063854957640243e-07,7.039540675148188e-07,
TD01GL003609,4.431021395380146e-06,4.915904117163301e-08,,5.887982516243684e-06,1.4224791985741038e-06,9.069348711412614e-06,9.391380423136178e-06,
TD01GL003612,2.299348006763825e-06,3.593788388420143e-08,7.453007340310186e-07,1.9229800022916094e-06,2.55539182350962e-06,1.6194059895544914e-06,1.5707177149322243e-06,1.7600000000000001e-07
TD01GL003613,8.322254348228065e-08,,,1.0351585598946527e-07,9.688072357612401e-08,3.9649783332089214e-08,36.0,
TD01GL003618,1.5436860584210797e-07,,4.3121628518986564e-08,1.6078121982380883e-07,7.440510849102474e-08,36.0,36.0,
TD01GL003619,1.4984409453134398e-07,2.2813298855975484e-08,5.804453983107023e-08,1.4565739625925407e-07,1.1526002916603005e-07,1.651863933309075e-07,1.685636440597693e-07,
TD01GL003621,6.664845997514509e-07,2.0596602513891514e-07,6.174204848749773e-07,4.7309271203070267e-07,6.599905226543937e-07,6.489671714563281e-07,5.754900770646697e-07,7.139999999999999e-08
TD01GL003624,2.4152604641735645e-07,4.149139467634674e-08,8.362596053881599e-08,2.807119193709473e-07,2.3637847900690297e-07,2.0066264857787412e-07,2.410763999116795e-07,
TD01GL003625,9.046562080603399e-07,2.1088298756574298e-08,7.921547162145379e-08,8.897814211993889e-07,5.428211151883806e-07,6.093844850746592e-07,5.543329063982102e-07,9.440000000000001e-07
TD01GL003626,2.03200151215368e-07,3.5652252979576494e-07,1.6762291051816823e-07,3.375565903648392e-07,,,,
TD01GL003628,1.632022347042268e-06,1.8823536724296486e-06,2.7344234223042014e-07,2.1701933394999613e-06,1.3919601985119673e-06,1.0132843700241866e-06,1.0338344704632606e-06,2.17e-07
TD01GL003630,6.567859427994867e-07,3.394261375012351e-07,2.0951388415571045e-07,4.1902599114455764e-07,4.20072872962903e-07,3.9121090630167684e-07,3.7834614149546443e-07,
TD01GL003631,9.599232564305596e-08,4.6912948499314e-08,3.4117137627624455e-08,7.458434717443013e-08,1.1412176620227214e-07,1.2491929613876205e-07,1.237047818564598e-07,4.15e-08
TD01GL003632,1.3464923333242986e-07,7.862872988829166e-08,4.892887517348495e-08,1.838458022061677e-07,1.7705883248483933e-07,1.600318711719316e-07,1.247914860395148e-07,1.45e-07
TD01GL003633,1.1766772233245517e-07,1.385647044451553e-07,3.254336966302719e-08,1.2876093978978436e-07,1.35944047750775e-07,2.2058029593410539e-07,1.315016107193005e-07,
TD01GL003634,,9.573344762956517e-08,,1.5632872548427464e-06,,,,1.75e-07
TD01GL003636,3.3209812803275454e-08,,,5.508789828951458e-08,,,,
TD01GL003637,4.316980593053465e-07,3.62556255795597e-07,2.7721395725654064e-07,6.779800420271426e-07,5.792416706665681e-07,2.4996618878095146e-07,2.1910125142134694e-07,
TD01GL003638,3.9088838903266403e-07,2.401667069446282e-07,1.563331164075204e-07,4.4561630125616353e-07,4.052410039589905e-07,3.0293384521355453e-07,4.405223018722568e-07,
TD01GL003639,2.6558338453570865e-06,1.1669984453242287e-07,1.296143495355242e-07,2.4776941299201753e-06,8.519251093471267e-07,1.2881827467529944e-06,1.8852332947029315e-06,
TD01GL003640,6.364907692059444e-06,2.550781693183825e-07,1.0028650832471906e-07,6.748954228910623e-06,7.14855397790444e-07,4.4401867655303735e-06,4.830455219645659e-06,
TD01GL003641,1.4134930182375115e-07,,,1.3673844347449802e-07,1.4745878922971023e-07,6.801962866415166e-07,4.381673069554979e-07,
TD01GL003642,9.676896782552219e-08,,,6.778183502083757e-08,5.745450972690581e-08,4.489855896388785e-07,2.160499639294068e-07,
TD01GL003643,5.860042509963359e-07,1.1646348139007153e-08,7.894330487876673e-09,7.889364498861157e-07,6.926130258823255e-07,3.536865014433732e-06,3.47232870634632e-06,
TD01GL003645,2.226368433802995e-07,4.9777517679816546e-08,9.636488549631354e-08,2.8735988336971315e-07,2.0622063130196755e-07,2.6539874670962825e-07,1.902067585890303e-07,
TD01GL003647,5.891838578256959e-06,,3.1090879342169026e-07,5.938294353239838e-06,4.2217597358326335e-06,2.2803916779650352e-06,2.9878124574331263e-06,4.1299999999999995e-07
TD01GL003648,6.481533304467307e-07,,4.340916413517899e-08,7.662326565434429e-07,6.665224923611281e-07,4.2978445743246437e-07,2.6974978792814367e-07,
TD01GL003650,1.43750793027937e-08,,,,,,,
TD01GL003651,1.1595268092038613e-05,1.240042289180501e-07,2.3151362230400455e-06,1.1849125540952982e-05,3.648740609811248e-06,5.850637958503235e-06,7.124268466645264e-06,1.28e-06
TD01GL003652,7.285512104298908e-08,,,7.25090720999537e-08,,,,
TD01GL003653,4.314376118131853e-08,7.591670681606007e-09,4.1435718235705965e-09,7.557809855246475e-08,2.465545801971424e-07,1.3000631262563246e-07,1.0659668667578783e-07,
TD01GL003655,4.284437068560133e-08,,2.3222382293370596e-08,2.5863304124046346e-08,,,,
TD01GL003656,4.5238216851623334e-06,1.9484943748994903e-06,1.4969575093220474e-06,4.7627258902045956e-06,3.0829255142509256e-06,1.800874836290995e-06,1.56530444392287e-06,4.15e-07
TD01GL003657,1.0102261725382023e-05,1.3977207885660067e-06,2.638721238842361e-06,1.014403302716705e-05,3.7896680653600042e-06,6.1240105152767725e-06,1.104412859758953e-05,8.45e-07
TD01GL003658,7.10197818586649e-07,,,7.252379223597366e-07,3.972337047397857e-07,2.740228677945345e-06,1.7396036049307863e-06,
TD01GL003659,2.5944562573118347e-05,6.726590299742766e-07,1.0422531536830912e-07,3.146839213905001e-05,1.3970844408398401e-05,5.627713766139738e-05,6.432583324824485e-05,
TD01GL003660,3.970636729468745e-06,7.120535865972728e-07,6.424303299165559e-07,4.218406968404185e-06,,,,
TD01GL003666,7.272961613667183e-06,8.089895902117717e-07,2.55699375821661e-06,8.941265431444735e-06,,,,7.079999999999999e-07
TD01GL003667,,,,,,,,8.170000000000001e-09
TD01GL003669,6.788489843300476e-07,,3.757973703449461e-07,8.933702653900029e-07,,,,
TD01GL003670,5.303179775793411e-06,1.6810475339321511e-06,7.074340533686379e-07,3.6508031595955476e-06,,,,1.0199999999999999e-07
TD01GL003671,2.4234898837728047e-07,2.504795223894046e-07,9.516757572751938e-08,3.1293180984307824e-07,,,,1.94e-07
TD01GL003672,4.830134057278238e-07,,1.3486682992301864e-08,8.712904052454013e-07,,,,2.91e-07
TD01GL003678,5.214513528818377e-07,,5.223089387843688e-08,7.946707019115216e-07,,,,
TD01GL003679,1.4049297896004844e-07,9.70704887908646e-09,3.1326626080354435e-08,1.738443024780478e-07,,,,
TD01GL003681,1.5615083813840674e-06,6.630113163798654e-08,3.3213586100591793e-07,1.4359482556803507e-06,,,,
TD01GL003683,6.020038264441578e-08,,9.54114111975254e-09,8.268905388733544e-08,,,,
TD01GL003684,,,,,,,,6.12e-06
TD01GL003685,5.899543967695731e-05,1.3549346976972692e-06,1.7322015185734748e-05,5.537750450408899e-05,,,,
TD01GL003687,4.8640240584686774e-08,6.53069216630687e-08,4.502086628952571e-08,1.047949199194614e-07,,,,
TD01GL003688,7.866479910170618e-08,,4.295089968013897e-08,1.386512778425423e-07,,,,
TD01GL003689,2.2383944240941026e-08,,,,,,,
TD01GL003690,4.0695969509338066e-07,,1.5297840949386838e-08,4.6942229912955894e-07,,,,5.05e-07
TD01GL003691,2.837273651418344e-07,3.4143416560054754e-08,7.684260188625232e-08,2.7932926691162375e-07,,,,
TD01GL003692,4.6142246332934886e-07,,2.0207813872463965e-08,5.888669872934152e-07,,,,
TD01GL003696,2.2514741319798508e-05,1.1803050865100953e-06,4.174457203026164e-06,1.9496188913220016e-05,,,,7.45e-07
