metacyc	kegg
GLYCEROL-1-PHOSPHATASE-RXN	R07298
3.1.3.66-RXN	R07299
ACETYLSPERMIDINE-DEACETYLASE-RXN	R07300
3.5.1.85-RXN	R07301
6.3.1.10-RXN	R07302
3.5.1.91-RXN	R07303
R468-RXN	R07305
RXN-10055	R07306
3.5.4.30-RXN	R07307
RXN-6264	R07308
3.8.1.11-RXN	R07309
RXN-6263	R07310
RXN-624	R07311
4.1.1.83-RXN	R07312
4.1.1.84-RXN	R07313
RXN-12893	R07315
RXN0-5222	R07316
RXN-3284	R07317
5.1.3.21-RXN	R07319
RXN-7946	R07320
RXN-7947	R07321
5.4.99.17-RXN	R07322
RXN-4961	R07323
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	R07324
RXN0-5513	R07325
ALCOHOL-DEHYDROG-GENERIC-RXN	R07326
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	R07328
1.14.11.9-RXN	R07329
CATECHOL-O-METHYLTRANSFERASE-RXN	R07330
ISOFLAVONE-4-O-METHYLTRANSFERASE-RXN	R07331
ISOFLAVONE-7-O-GLUCOSYLTRANSFERASE-RXN	R07332
2.4.1.185-RXN	R07333
2.4.1.224-RXN	R07334
2.4.1.225-RXN	R07335
RXN-5001	R07337
2.4.1.237-RXN	R07338
2.4.1.239-RXN	R07339
2.4.1.240-RXN	R07340
NUCLEOSIDE-PHOSPHOTRANSFERASE-RXN	R07341
ARYLESTERASE-RXN	R07342
RXN-10949	R07343
CHALCONE-ISOMERASE-RXN	R07344
1.1.1.199-RXN	R07345
1.1.1.289-RXN	R07346
RXN-7961	R07347
RXN-7962	R07348
RXN-10693	R07352
RXN-11181	R07353
1.5.1.34-RXN	R07355
1.8.3.5-RXN	R07360
1.10.99.2-RXN	R07361
RXN-8664	R07362
R146-RXN	R07363
R147-RXN	R07364
1.13.11.55-RXN	R07365
RXN-8000	R07367
RXN-17679	R07368
RXN-7783	R07369
RXN-8671	R07370
RXN-7981	R07372
1.14.13.101-RXN	R07373
1.17.99.3-RXN	R07374
RXN-6241	R07375
RXN-1382	R07376
RXN-10638	R07377
CARDIOLIPSYN-RXN	R07390
R145-RXN	R07392
R82-RXN	R07393
R83-RXN	R07394
3.1.3.77-RXN	R07395
2.4.1.223-RXN	R07397
GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN	R07398
RXN-7743	R07399
3.5.1.93-RXN	R07402
RXN-6681	R07403
RXN0-742	R07404
RXN0-743	R07405
RXN-6423	R07408
RXN1F-357	R07409
HEMEOSYN-RXN	R07411
RXN0-3901	R07414
RXN0-3921	R07415
RXN-9504	R07416
RXN0-3922	R07417
RXN0-3922	R07418
RXN0-3942	R07419
RXN-6682	R07421
RXN-6683	R07422
RXN-6684	R07423
RXN-7021	R07426
RXN-709	R07427
RXN-710	R07428
RXN-711	R07429
RXN-715	R07430
RXN-716	R07431
RXN-2601	R07432
RXN-2621	R07433
RXN-1102	R07437
RXN-1121	R07440
RXN-8014	R07442
RXN-717	R07444
RXN-4225	R07445
RXN-4226	R07446
RXN-4229	R07447
RXN-774	R07448
RXN-775	R07449
RXN-778	R07450
RXN-779	R07451
RXN-4231	R07452
RXN-4230	R07453
RXN-773	R07454
RXN-11322	R07456
RXN-11535	R07457
RXN-4241	R07458
RXN-9789	R07459
RXN0-308	R07460
RXN-712	R07466
RXN-713	R07467
RXN-714	R07468
RXN-718	R07469
RXN-719	R07470
RXN-720	R07471
RXN-4228	R07472
RXN-776	R07473
RXN-777	R07474
RXN-8813	R07475
4.4.1.19-RXN	R07476
RXN-13414	R07477
RXN-15241	R07479
RXN-4021	R07481
RXN-13897	R07482
RXN-4144	R07483
RXN-4161	R07484
RXN-4209	R07486
RXN-4210	R07487
RXN-4243	R07489
RXN3O-218	R07491
RXN66-313	R07494
RXN66-314	R07495
RXN3O-203	R07497
RXN-2541	R07500
RXN-2542	R07501
RXN-2543	R07502
RXN-2561	R07503
RXN-2562	R07504
RXN3O-218	R07505
RXN3O-227	R07506
RXN-13712	R07509
RXN-8042	R07512
RXN-8222	R07513
R162-RXN	R07514
R181-RXN	R07515
RXN-16055	R07516
RXN-11974	R07518
RXN-10643	R07519
RXN-11647	R07520
RXN-11648	R07521
RXN-11649	R07522
RXN-11650	R07523
RXN-11651	R07524
RXN-11652	R07525
RXN-11653	R07526
RXN-5961	R07530
RXN-10665	R07532
RXN-10669	R07535
RXN-10670	R07537
RXN-19138	R07543
RXN-8025	R07558
RXN-8026	R07559
RXN-12230	R07574
RXN-8155	R07575
RXN-8153	R07576
3.1.3.76-RXN	R07582
3.1.3.72-RXN	R07583
RXN-7920	R07584
RXN-8650	R07597
1.4.3.20-RXN	R07598
RXN0-4022	R07605
1.8.4.13-RXN	R07606
1.8.4.12-RXN	R07607
1.8.4.14-RXN	R07608
RXN-8666	R07612
RXN-7737	R07613
1.8.1.4-RXN	R07618
ADP-RIBOSYLARGININE-HYDROLASE-RXN	R07626
3.3.2.9-RXN	R07627
3.5.1.95-RXN	R07629
RXN-8046	R07630
4.2.3.25-RXN	R07631
4.2.3.26-RXN	R07632
RXN-11691	R07633
4.4.1.25-RXN	R07634
3.1.4.47-RXN	R07635
RXN-11695	R07636
4.99.1.7-RXN	R07638
5.3.3.14-RXN	R07639
RNA-LIGASE-ATP-RXN	R07640
GAMMA-GLUTAMYLHISTAMINE-SYNTHASE-RXN	R07643
ENTMULTI-RXN	R07644
RXN-8648	R07647
RXN-8562	R07648
RXN-11527	R07649
4.1.1.86-RXN	R07650
3.4.13.22-RXN	R07651
RXN-12321	R07652
RXN-15614	R07653
RXN-9308	R07655
RXN-9309	R07656
1.13.11.38-RXN	R07657
RXN0-1861	R07658
RXN0-1863	R07659
RXN0-1862	R07660
RXN0-3521	R07661
RXN0-5409	R07662
3-5-XYLENOL-METHYLHYDROXYLASE-RXN	R07665
3-OH-BENZALDEHYDE-DEHYDROG-NADP+-RXN	R07666
RXN-7771	R07672
RXN-7772	R07673
RXNQT-4142	R07674
RXN-1884	R07675
RXN-11151	R07676
RXN0-5214	R07677
RXNQT-4141	R07678
RXN-12876	R07679
RXN-11152	R07680
RXN-3661	R07706
RXN-10446	R07709
RXN-7654	R07711
4.1.2.34-RXN	R07713
RXN-7655	R07715
RXN-7656	R07716
RXN-3584	R07720
RXN-3585	R07721
RXN-3624	R07722
RXN-3625	R07723
RXN-3481	R07724
RXN-11643	R07726
RXN-8847	R07727
RXN-4504	R07728
RXN-4761	R07729
RXN-8846	R07730
RXN-4762	R07731
RXN-9057	R07736
RXN-3601	R07737
RXN-3602	R07738
RXN-16255	R07739
RXN-4201	R07740
RXN-4204	R07741
RXN-3763	R07745
RXN-3765	R07746
RXN-3766	R07751
RXN-3768	R07752
RXN-4319	R07753
RXN-4320	R07754
RXN-4322	R07756
RXN-3583	R07757
RXN-9543	R07758
RXN-9544	R07759
RXN-9545	R07760
RXN-9546	R07761
RXN0-947	R07766
RXN0-949	R07767
RXN-8654	R07770
RXN-8655	R07771
RXN-8763	R07772
RXN-8764	R07773
RXN-8766	R07774
RXN-8767	R07775
RXN-3761	R07776
RXN-3283	R07777
RXN-1541	R07778
RXN-11532	R07788
RXN-11533	R07789
RXN-11534	R07790
RXN-11101	R07791
RXN-11052	R07792
2.8.3.17-RXN	R07796
2.8.2.31-RXN	R07797
2.8.2.32-RXN	R07798
RXN-2505	R07801
RXN-9349	R07830
R8-RXN	R07832
R7-RXN	R07833
RXN-9983	R07839
RXN-8028	R07840
RXN-19150	R07856
RXN-8347	R07861
RXN1F-19	R07863
RXN-8497	R07864
RXN-8500	R07865
RXN-8498	R07867
RXN-8503	R07868
RXN-1321	R07869
RXN-1345	R07870
RXN-1349	R07872
RXN-7997	R07873
RXN-7828	R07874
RXN-8140	R07875
RXN-8138	R07876
RXN-8177	R07877
RXN-8176	R07878
RXN-8178	R07879
RXN-7843	R07880
RXN-15336	R07885
RXN-10695	R07887
RXN-8171	R07910
RXN-8228	R07911
RXN-8231	R07912
RXN-8208	R07913
RXN-8209	R07914
RXN-7596	R07917
RXN-7597	R07918
RXN-7598	R07919
RXN-7599	R07920
RXN-7601	R07921
RXN-7600	R07922
RXN-7998	R07927
RXN-8206	R07938
RXN-13106	R07939
RXN-8233	R07944
R161-RXN	R07946
RXN-11513	R07955
RXN-11513	R07956
RXN-11517	R07958
RXN-11516	R07961
RXN-11516	R07962
RXN-11518	R07965
RXN-13109	R07967
RXN-13108	R07973
RXN-13108	R07974
RXN-11520	R07977
RXN-11519	R07978
RXN-11521	R07979
RXN-7586	R07983
3.5.2.18-RXN	R07984
1.1.1.291-RXN	R07985
RXN-7640	R07986
RXN-7645	R07987
RXN-7647	R07990
RXN-7648	R07993
RXN-7820	R08003
RXN-8453	R08006
RXN-8455	R08007
RXN-8454	R08008
RXN-8456	R08009
RXN-3102	R08010
RXN-7753	R08012
RXN-8283	R08013
RXN-7755	R08021
RXN-7760	R08022
RXN-7689	R08029
RXN-18394	R08050
RXN-4303	R08051
RXN-4305	R08052
RXN0-5359	R08057
RXN-2882	R08058
RXN-2883	R08059
RXN-14028	R08060
RXN-4309	R08061
RXN-4311	R08062
RXN-4310	R08063
RXN-4312	R08064
RXN-4313	R08069
RXN-4314	R08070
RXN-4726	R08076
RXN-4544	R08077
RXN-4545	R08078
RXN-4542	R08079
RXN-8379	R08081
RXN-11970	R08086
RXN-11914	R08088
RXN-11915	R08089
4.1.3.26-RXN	R08090
RXN-11917	R08091
RXN-11919	R08093
RXN-11921	R08095
RXN-9193	R08099
RXN0-962	R08124
RXN0-963	R08125
RXN-14108	R08128
RXN-14677	R08133
RXN-14678	R08134
RXN-14679	R08135
RXN-14680	R08136
RXN-14676	R08137
RXN-14681	R08138
RXN-14682	R08139
RXN-14683	R08141
RXN-11619	R08146
RXN-11771	R08151
RXN-10727	R08159
RXN-1402	R08160
RXN-9550	R08162
RXN-1442	R08164
2.5.1.64-RXN	R08165
RXN-9310	R08166
RXN-1443	R08167
RXN-8859	R08171
RXN-8857	R08172
RXN-11851	R08173
RXN-9624	R08174
RXN-9629	R08175
RXN-9666	R08176
LINOLEOYL-RXN	R08177
PHOSACETYLGLUCOSAMINEMUT-RXN	R08193
1.1.1.292-RXN	R08194
4.1.2.42-RXN	R08195
RXN-9702	R08196
RXN-8956	R08197
4.2.3.27-RXN	R08199
3.11.1.3-RXN	R08200
RXN-8457	R08201
RXN-7676	R08203
RXN-7677	R08204
RXN-12713	R08205
RXN-7819	R08206
RXN-8386	R08207
RXN-8853	R08208
ISPH2-RXN	R08209
RXN0-884	R08210
CHOLINE-OXIDASEII-RXN	R08211
RXN-13178	R08212
R205-RXN	R08213
R214-RXN	R08214
R218-RXN	R08215
R227-RXN	R08217
RXN0-2161	R08218
2.9.1.1-RXN	R08219
RXN-10038	R08223
RXN-10039	R08224
RXN0-5304	R08247
R226-RXN	R08323
R224-RXN	R08328
R211-RXN	R08331
R215-RXN	R08332
RXN0-5217	R08359
PNP-RXN	R08368
RXN-12516	R08370
RXN-8550	R08370
RXN-8415	R08373
RXN-8616	R08374
RXN-10841	R08379
RXN-13363	R08380
RXN-12562	R08382
2.3.1.118-RXN	R08386
RXN-12550	R08388
RXN-8575	R08395
RXN-8618	R08396
2.5.1.20-RXN	R08400
RXN-9201	R08430
RXN-8254	R08432
ACETYLSYNCLTH-RXN	R08433
RXN-8255	R08434
RXN-18120	R08436
RXN-9206	R08448
RXN-9207	R08449
RXN-13557	R08451
RXN-9209	R08452
RXN-9210	R08453
RXN-9342	R08465
RXN-9339	R08466
RXN-9341	R08467
RXN-11374	R08468
RXN-11373	R08469
RXN-9318	R08485
RXN-14030	R08488
RXN-14031	R08489
RXN-14036	R08490
RXN-9218	R08491
RXN-9219	R08497
RXN-9368	R08499
RXN-14150	R08503
RXN-8982	R08510
RXN-10470	R08522
RXN-10471	R08523
RXN-13395	R08527
2.5.1.68-RXN	R08528
RXN-13046	R08529
RXN-14041	R08538
RXN-8448	R08538
RXN-8541	R08540
RXN-8414	R08541
RXN-8540	R08542
RXN-8553	R08545
RXN-10685	R08546
RXN-16751	R08547
2OXOGLUTARATEDEH-RXN	R08549
1.8.1.4-RXN	R08550
RXN0-4641	R08555
RXN-6021	R08557
RXN-12582	R08558
RXN-9213	R08560
RXN-10031	R08568
RXN-10032	R08569
DHDOGALDOL-RXN	R08570
GKI-RXN	R08572
ERYTHRULOSE-REDUCTASE-RXN	R08573
RXN-9296	R08574
RXN-10718	R08576
6.1.1.26-RXN	R08578
RXN-8378	R08584
RXN-9780	R08587
RXN-10620	R08588
RXN-10622	R08589
RXN-13181	R08600
RXN-14149	R08603
RXN-1405	R08604
RXN-1406	R08605
RXN3DJ-64	R08615
RXN-15224	R08616
RXN-13116	R08617
R15-RXN	R08618
RXN-2202	R08619
RXN-2203	R08620
RXN-2204	R08621
RXN-2205	R08622
RXNQT-4163	R08623
RXNQT-4164	R08624
RXNQT-4165	R08625
RXNQT-4345	R08626
RXNQT-4166	R08627
RXNQT-4167	R08628
RXNQT-4168	R08629
RXNQT-4346	R08630
RXNQT-4169	R08631
RXN-14048	R08632
RXNQT-4170	R08634
RXN-14301	R08635
RXNQT-4171	R08636
RXNQT-4347	R08638
RXNQT-4172	R08640
RXNQT-4173	R08641
RXNQT-4174	R08642
RXNQT-4348	R08643
RXNQT-4175	R08644
RXNQT-4176	R08645
RXNQT-4178	R08646
RXNQT-4349	R08647
ACETOOHBUTSYN-RXN	R08648
RXN-4602	R08652
RXN-4603	R08653
RXN-8054	R08654
RXN-13187	R08656
RXN0-5260	R08657
1.14.13.118-RXN	R08663
RXN-2206	R08665
RXN-2208	R08668
RXN-2209	R08669
RXNQT-4309	R08670
RXNQT-4329	R08671
RXNQT-4310	R08672
RXNQT-4311	R08673
RXNQT-4312	R08674
RXNQT-4313	R08675
SULFUR-DIOXYGENASE-RXN	R08677
RXN0-882	R08689
RXN-8608	R08691
RXN-8422	R08695
RXN-8574	R08696
RXN-8617	R08697
RXN-8899	R08698
RXN-10740	R08705
RXN-9188	R08708
RXN-9161	R08710
RXN-9158	R08711
RXN-9294	R08712
RXN-9295	R08713
RXN-8	R08714
6.2.1.29-RXN	R08733
RXN-9797	R08734
RXN-9798	R08735
RXN-9845	R08739
RXN-9846	R08740
RXN-9851	R08744
RXN-9852	R08745
RXN-7658	R08754
RXN-7659	R08755
RXN-7660	R08756
O-AMINOPHENOL-OXIDASE-RXN	R08762
RXN-7573	R08764
RXN3O-1120	R08767
RXN-12160	R08769
RXN-11757	R08771
RXN-11295	R08776
RXN-11296	R08777
RXN-11297	R08778
RXN-11758	R08781
RXN-2761	R08782
RXN-8197	R08785
RXN-8700	R08787
RXN-8701	R08788
RXN-9314	R08790
RXN-9315	R08791
RXN-8699	R08795
RXN-12527	R08804
RXN-11220	R08805
RXN-11221	R08806
RXN-11223	R08807
RXN-11224	R08808
RXN-11225	R08809
RXN-11226	R08810
RXN-7062	R08813
RXN-8484	R08817
RXN-8485	R08818
RXN-8493	R08819
RXN-8482	R08820
RXN-8478	R08821
RXN-8479	R08822
RXN-8487	R08825
RXN-8491	R08827
RXN-8489	R08828
RXN-8490	R08829
RXN-8480	R08830
RXN-8567	R08831
RXN-8623	R08832
RXN-8624	R08833
RXN-8625	R08834
RXN-8486	R08835
RXN-8460	R08836
RXN-8461	R08837
RXN-11271	R08838
RXN-11539	R08842
RXN-11097	R08843
RXN-11098	R08844
4.3.1.22-RXN	R08846
3.4.17.8-RXN	R08850
RXN-9350	R08851
RXN-9352	R08852
RXN-9351	R08853
RXN-9353	R08854
GLCNACPTRANS-RXN	R08856
RXN-9009	R08861
RXN-9011	R08863
RXN-10824	R08864
RXN-10834	R08867
RXN-10827	R08868
RXN-10828	R08869
RXN-10837	R08871
RXN-12105	R08878
YIAE1-RXN	R08879
RXN0-7021	R08880
1.13.12.12-RXN	R08889
RXN-13117	R08890
RXN-13119	R08891
RXN-13118	R08892
RXN-13146	R08897
RXN-13175	R08903
RXN-13218	R08910
RXN-9932	R08912
RXN-9933	R08913
RXN-9290	R08917
RXN-9773	R08920
RXN-7740	R08921
1.14.13.103-RXN	R08922
1.14.13.104-RXN	R08923
RXN-9441	R08925
RXN-12406	R08930
RXN-12407	R08931
RXN-17384	R08932
RXN-9775	R08936
RXN-9778	R08937
RXN-9382	R08938
RXN-10026	R08940
RXN-9729	R08944
RXN-9603	R08946
RXN-9935	R08947
2.5.1.67-RXN	R08948
2.5.1.69-RXN	R08950
2.5.1.70-RXN	R08951
2.5.1.71-RXN	R08952
RXN-9028	R08956
RXN-9297	R08962
2.7.4.24-RXN	R08964
RXN-9995	R08966
2.7.1.157-RXN	R08967
2.7.8.27-RXN	R08969
3.1.1.81-RXN	R08970
RXN-6685	R08972
RXN-6687	R08973
3.1.1.82-RXN	R08974
RXN-13938	R08975
RXN-13939	R08976
RXN-9779	R08981
RXN-9936	R08982
RXN-11257	R08983
RXN0-4181	R08991
RXN-9454	R08992
RXN-10627	R08993
RXN-8382	R08996
RXN0-303	R09030
RXN0-304	R09031
RXN-7741	R09032
RXN-7739	R09033
RXN-8920	R09040
RXN-8922	R09042
RXN-8923	R09043
RXN-8924	R09044
RXN-8688	R09048
RXN-8692	R09049
RXN-8693	R09050
RXN-8792	R09053
RXN-8785	R09059
RXN-7674	R09067
RXN-7678	R09069
RXN-7678	R09070
RXN-7679	R09071
RXN-12091	R09074
RXN-10463	R09075
RXN-9015	R09076
RXN-12089	R09077
RXN-11032	R09078
RXN-11566	R09079
RXN-11565	R09080
RXN-11564	R09081
RXN-9380	R09082
RXN-8771	R09083
RXN-17001	R09086
2.7.1.152-RXN	R09087
RXN-9337	R09088
RXN-9338	R09089
RXN-8927	R09091
RXN-2881	R09093
RXN-7733	R09095
RXN-12736	R09097
MTAMBARKMULTI-RXN	R09098
THMPT-SER-RXN	R09099
RXN-10749	R09106
RXN-7933	R09107
RXN-8514	R09111
RXN-4882	R09115
RXN-9291	R09116
RXN-4883	R09117
RXN-4881	R09119
RXN-4884	R09120
RXN-7788	R09121
RXN-10626	R09122
RXN-10632	R09123
1.13.11.9-RXN	R09125
RXN-11318	R09126
1.2.1.66-RXN	R09129
RXN-10004	R09140
RXN-9150	R09157
RXN-8777	R09186
RXN-17973	R09195
RXN-10096	R09214
RXN-10099	R09215
RXN-10107	R09220
RXN-10082	R09225
RXN-10083	R09226
RXN-11679	R09227
RXN5F9-56	R09228
RXN-8820	R09233
RXN-8821	R09234
RXN-8822	R09236
RXN-11023	R09244
TRANS-PENTAPRENYLTRANSFERASE-RXN	R09245
RXN-11485	R09246
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	R09247
RXN-8992	R09248
RXN-9106	R09249
TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN	R09250
RXN-11486	R09251
R265-RXN	R09252
RXN3O-4157	R09254
RXN-17999	R09268
RXN-10890	R09270
RXN-10892	R09271
RXN-10889	R09272
RXN-10895	R09276
RXN-10897	R09278
RXN-9092	R09279
RXN-8891	R09280
RXN-11002	R09281
RXN-8965	R09282
RXN-13230	R09283
RXN-9086	R09286
RXN-8974	R09289
RXN-8958	R09292
RXN1A0-6314	R09308
RXN-16270	R09327
RXN-14853	R09331
RXN-14852	R09332
RXN-14689	R09334
RXN-14688	R09335
RXN-11981	R09342
RXN-13380	R09351
RXN-13381	R09352
RXN-11733	R09358
RXN-14636	R09364
RXN-12730	R09365
RXN-12864	R09367
RXN-10056	R09374
RXN-10057	R09376
RXN-14171	R09376
RXN-10058	R09377
RXN-11782	R09378
RXN-11781	R09379
RXN-10462	R09380
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	R09381
TRNA-CYTIDYLYLTRANSFERASE-RXN	R09382
RXN-9409	R09385
RXN-9948	R09388
RXN-9416	R09390
RXN-9418	R09391
RXN-9417	R09392
RXN-9407	R09393
RXN-8340	R09394
RXN-8077	R09397
RXN-8078	R09398
RXN-8087	R09401
RXN-8152	R09402
RXN-12129	R09445
RXN-14137	R09446
RXN-11407	R09447
RXN-9776	R09475
RXN-9916	R09476
RXN-9009	R09478
RXN-9730	R09482
RXN-19735	R09483
RXN-9774	R09483
RXN-12237	R09487
RXN-9292	R09491
RXN-10744	R09495
RXN-11185	R09496
RXN-9762	R09498
RXN-8156	R09499
RXN-9763	R09500
RXN-9944	R09502
RXN-6883	R09504
RXN-12122	R09506
RXN-12215	R09508
RXN-9777	R09509
RXN-9770	R09513
RXN-11186	R09514
RXN-9830	R09515
RXN-12069	R09516
RXN-10724	R09517
RXN-13750	R09520
RXN-11330	R09521
RXN-11331	R09522
RXN-8425	R09525
RXN-10636	R09526
RXN-11497	R09527
RXN-6724	R09528
RXN-11755	R09529
RXN-11190	R09531
RXN-11102	R09532
RXN-14111	R09533
RXN-11759	R09534
RXN6666-2	R09536
RXN-10756	R09537
RXN-9614	R09538
RXN-11736	R09539
RXN-3521	R09540
RXN0-6555	R09541
RXN-11475	R09543
RXN-11727	R09545
RXN-8969	R09546
RXN-8970	R09547
RXN-8962	R09549
RXN-11283	R09550
RXN-11053	R09554
RXN-2401	R09555
RXN-11054	R09556
RXN-11674	R09557
RXN-8939	R09558
RXN-9293	R09559
RXN-10843	R09560
RXN-11623	R09562
RXN-11818	R09564
RXN-10845	R09567
RXN-10846	R09568
RXN-10847	R09569
RXN-10842	R09570
RXN-11908	R09573
RXN-4781	R09574
RXN-4842	R09576
RXN-11907	R09577
RXN-12061	R09583
RXN-12062	R09584
RXN-12063	R09585
RXN-12222	R09586
RXN-11240	R09587
RXN-11298	R09588
RXN-7488	R09589
RXN-11103	R09594
RXN-12042	R09596
RXN-1961	R09597
RXN-14256	R09598
RXN-14257	R09599
RXN-11783	R09601
RXN-8469	R09603
RXN-8082	R09604
RXN-8084	R09605
RXN-11910	R09606
RXN-10482	R09607
RXN-10567	R09608
RXN-10483	R09609
RXN-11906	R09610
RXN-13196	R09611
RXN-11585	R09612
RXN-8417	R09614
RXN-11905	R09615
RXN-8566	R09616
RXN-11904	R09617
RXN-11575	R09618
RXN-8549	R09619
RXN-10005	R09620
2.3.1.177-RXN	R09621
RXN-8561	R09624
RXN-9962	R09626
RXN-9963	R09627
RXN-10600	R09629
RXN-10640	R09630
RXN-11852	R09631
RXN-10755	R09632
RXN-10481	R09633
RXN-8086	R09636
RXN-11191	R09638
RXN-11714	R09639
RXN-11812	R09642
RXN-11749	R09643
3.5.1.97-RXN	R09646
RXN-10759	R09647
RXN-10760	R09648
RXN-13714	R09649
RXN-10758	R09650
RXN1G-2	R09651
RXN-11355	R09652
RXN-12243	R09653
RXN-11354	R09655
RXN-11751	R09657
RXN-12411	R09659
RXN-11730	R09661
RXN-12446	R09662
RXN-8852	R09664
RXN-12028	R09665
RXN-8849	R09666
RXN-12029	R09667
RXN-12241	R09668
RXN-11877	R09669
RXN-12223	R09671
RXN-12265	R09674
RXN-9299	R09681
RXN-11767	R09683
RXN-9455	R09684
RXN-10630	R09685
RXN-8584	R09687
RXN-12327	R09688
RXN-12329	R09689
RXN-12224	R09690
RXN-12247	R09691
RXN-8023	R09692
RXN-12410	R09693
4.2.1.111-RXN	R09694
RXN-8986	R09695
RXN-14306	R09696
RXN-7699	R09698
RXN-12335	R09702
RXN-12413	R09703
RXN-9781	R09704
5.3.3.15-RXN	R09705
RXN-12336	R09708
RXN-9630	R09709
RXN-9915	R09710
RXN-12103	R09711
RXN-9895	R09712
RXN-12330	R09713
RXN-9456	R09714
RXN-9457	R09715
RXN-12414	R09716
RXN-11768	R09717
RXN-9303	R09719
RXN-13722	R09720
RXN-11469	R09723
RXN-12167	R09724
RXN-11483	R09725
RXN-10030	R09729
RXN-11488	R09730
RXN-11790	R09732
RXN-11788	R09733
RXN-11789	R09734
RXN-8348	R09735
RXN-11046	R09736
RXN-11754	R09737
RXN-15598	R09739
RXN-12338	R09743
RXN-9304	R09744
RXN-9305	R09745
RXN-12258	R09746
RXN1F-152	R09747
RXN-8506	R09748
RXN-12450	R09749
RXN-12445	R09750
RXN-12316	R09751
RXN-12486	R09752
RXN-12319	R09753
RXN-12320	R09754
RXN-8471	R09757
RXN-8473	R09758
RXN-8475	R09759
RXN-11326	R09765
RXN0-4301	R09768
RXN-11364	R09770
RXN-11365	R09771
RXN-11363	R09772
RXN-15002	R09775
RXN-5182	R09776
RXN-5183	R09777
RXN-5184	R09778
RXN-11989	R09782
RXN-11998	R09783
RXN-12538	R09784
RXN-13396	R09785
RXN-9740	R09786
RXN-10635	R09788
RXN-10637	R09789
RXN-12722	R09790
RXN-7773	R09791
RXN-9301	R09793
GLYOXIII-RXN	R09796
RXN-9508	R09798
RXN-18427	R09805
RXN-12673	R09806
RXN-12674	R09807
RXN-12759	R09810
RXN-12760	R09810
RXN-12761	R09811
RXN-12649	R09812
RXN-12650	R09813
RXN-13400	R09814
RXN-12681	R09815
RXN-12682	R09816
RXN-12680	R09817
RXN-12717	R09819
RXN-12801	R09822
RXN-12800	R09823
RXN-12811	R09824
RXN-9999	R09825
RXN-12576	R09826
RXN-10036	R09827
RXN-9459	R09828
RXN-12814	R09829
RXN-12270	R09831
RXN-10001	R09834
RXN-12775	R09835
RXN0-7104	R09840
RXN-10002	R09841
RXN-10003	R09843
RXN-12848	R09859
RXN-12691	R09860
RXN-12879	R09861
RXN-12880	R09862
RXN-12881	R09863
RXN-12882	R09864
RXN-12883	R09865
RXN-12884	R09866
RXN-8855	R09867
RXN-12885	R09868
RXN-11895	R09870
RXN-11896	R09871
RXN-12805	R09871
RXN-12806	R09873
RXN-14243	R09874
RXN-12825	R09875
RXN-11455	R09876
RXN-12819	R09879
RXN-10966	R09880
RXN-10967	R09881
RXN-10774	R09882
RXN-12715	R09885
RXN-8609	R09886
RXN-8556	R09887
RXN-12823	R09888
RXN-12774	R09889
RXN-12824	R09890
RXN-12829	R09891
RXN-8588	R09892
RXN-12822	R09893
RXN-10599	R09894
RXN-8426	R09895
RXN-12831	R09896
RXN-12832	R09897
RXN-12833	R09898
RXN-12834	R09899
RXN-12838	R09901
RXN-12837	R09902
RXN-12593	R09903
RXN-12839	R09904
RXN-12757	R09905
RXN-12841	R09906
RXN-12842	R09907
RXN-12843	R09908
RXN-12099	R09909
RXN-12101	R09910
RXN-12845	R09912
RXN-9664	R09913
RXN-12846	R09914
RXN-12847	R09915
RXN-9685	R09917
RXN-12675	R09918
RXN-9367	R09926
RXN-9369	R09927
RXN-9368	R09928
RXN-9370	R09929
RXN-12939	R09930
RXN-9246	R09931
RXN-12898	R09932
RXN-12897	R09933
RXN-12970	R09935
RXN0-6444	R09936
RXN-12886	R09937
RXN-12887	R09938
RXN-11456	R09939
RXN-12975	R09940
RXN-12958	R09941
RXN-12627	R09942
RXN-12977	R09943
RXN-12959	R09944
RXN-12960	R09945
RXN-12979	R09946
RXN0-6460	R09947
RXN-12894	R09948
RXN-12896	R09949
RXN-12895	R09950
RXN-14148	R09951
RXN-14178	R09952
RXN-13779	R09953
RXN-14347	R09954
RXN66-362	R09955
RXN66-342	R09957
RXN-13029	R09958
RXN0-5507	R09959
RXN-12734	R09960
RXN-5121	R09961
RXN-5109	R09962
RXN-8565	R09963
RXN-12980	R09964
RXN-12981	R09965
RXN-12982	R09966
RXN-11772	R09967
RXN-12983	R09968
RXN-8547	R09969
RXN-8546	R09970
RXN-8576	R09971
RXN-5142	R09972
RXN-12976	R09973
RXN-8563	R09974
RXN-8564	R09975
RXN-8430	R09976
RXN-12609	R09977
RXN-10629	R09988
RXN-13222	R09989
RXN-13030	R09990
RXN-12613	R09993
RXN-13028	R09994
RXN-11489	R09996
RXN-13229	R09997
RXN-8096	R10000
RXN-8599	R10004
RXN-8592	R10005
RXN-8551	R10006
RXN-8604	R10007
RXN-13337	R10009
RXN-8098	R10014
